Metric,Band,Region,MeanDwellAbove_s_MODULATION,MeanDwellBelow_s_MODULATION,FracAbove_MODULATION,ACF_tau_1overE_s_MODULATION,ACF_tau_1overE_censored_MODULATION,ACF_half_life_s_MODULATION,ACF_half_life_censored_MODULATION,ACF_search_horizon_s_MODULATION,MeanDwellAbove_s_BASELINE_EC,MeanDwellBelow_s_BASELINE_EC,FracAbove_BASELINE_EC,ACF_tau_1overE_s_BASELINE_EC,ACF_tau_1overE_censored_BASELINE_EC,ACF_half_life_s_BASELINE_EC,ACF_half_life_censored_BASELINE_EC,ACF_search_horizon_s_BASELINE_EC,Delta_MeanDwellAbove_s,Delta_MeanDwellBelow_s,Delta_FracAbove,Delta_ACF_tau_1overE_s,Delta_ACF_tau_1overE_s_status,Delta_ACF_tau_1overE_s_bound_s,Delta_ACF_tau_1overE_s_plot,Delta_ACF_tau_1overE_s_label,Delta_ACF_half_life_s,Delta_ACF_half_life_s_status,Delta_ACF_half_life_s_bound_s,Delta_ACF_half_life_s_plot,Delta_ACF_half_life_s_label
TAR,logTAR,GLOBAL,1.375544254836985,1.7925393257551705,0.43375980189847296,0.9920915313630145,False,0.7255873665547974,False,119.99038751993794,1.7046007795544655,1.7078049163581392,0.5,1.047638770441657,False,0.7340923771839275,False,119.99038751993794,-0.3290565247174806,0.08473440939703125,-0.06624019810152704,-0.05554723907864245,exact,,-0.05554723907864245,-0.06,-0.008505010629130116,exact,,-0.008505010629130116,-0.01
TAR,TAR,GLOBAL,1.378167566448588,1.7954495340252494,0.4338285871509148,1.1355175387040637,False,0.7539522967705431,False,119.99038751993794,1.7078049163581392,1.7110211214736912,0.5,0.9115983513648891,False,0.6823363531078795,False,119.99038751993794,-0.3296373499095513,0.0844284125515582,-0.06617141284908518,0.2239191873391746,exact,,0.2239191873391746,0.22,0.07161594366266355,exact,,0.07161594366266355,0.07
