t_mid_s,Session,Band,Region,Value
1370.0,MODULATION,Theta,Central,4.733133787437736
1380.0,MODULATION,Theta,Central,4.678030441228485
1390.0,MODULATION,Theta,Central,4.916547878610136
1400.0,MODULATION,Theta,Central,4.988969812995494
1410.0,MODULATION,Theta,Central,5.078051221866319
1420.0,MODULATION,Theta,Central,5.10865738528431
1430.0,MODULATION,Theta,Central,5.015405349847492
1440.0,MODULATION,Theta,Central,5.0130855718504135
1450.0,MODULATION,Theta,Central,4.859270697603248
1460.0,MODULATION,Theta,Central,4.9766893370697405
1470.0,MODULATION,Theta,Central,5.042555219292444
1480.0,MODULATION,Theta,Central,4.9829343483030515
1490.0,MODULATION,Theta,Central,5.026292773820337
1500.0,MODULATION,Theta,Central,5.061835288253448
1510.0,MODULATION,Theta,Central,4.928823477769763
1520.0,MODULATION,Theta,Central,4.892751264810285
1530.0,MODULATION,Theta,Central,4.846990112247028
1540.0,MODULATION,Theta,Central,4.907698961700683
1550.0,MODULATION,Theta,Central,4.789582106162075
1560.0,MODULATION,Theta,Central,4.7934806655560385
1570.0,MODULATION,Theta,Central,4.887529286049861
1580.0,MODULATION,Theta,Central,5.41080464828883
1590.0,MODULATION,Theta,Central,5.4267328522539895
1600.0,MODULATION,Theta,Central,5.411591653839098
1610.0,MODULATION,Theta,Central,5.476586203378689
1620.0,MODULATION,Theta,Central,5.441421223020856
1630.0,MODULATION,Theta,Central,5.42476355759142
1640.0,MODULATION,Theta,Central,5.442030542720639
1650.0,MODULATION,Theta,Central,5.540547854352459
1660.0,MODULATION,Theta,Central,5.275583605886691
1670.0,MODULATION,Theta,Central,5.28033734910177
1680.0,MODULATION,Theta,Central,5.308492129547504
1690.0,MODULATION,Theta,Central,5.266897862326346
1700.0,MODULATION,Theta,Central,5.238155948137448
1710.0,MODULATION,Theta,Central,5.121210358632237
1720.0,MODULATION,Theta,Central,5.083651794142979
1730.0,MODULATION,Theta,Central,4.92577508368669
1740.0,MODULATION,Theta,Central,4.901060291195771
1750.0,MODULATION,Theta,Central,5.073294896321062
1760.0,MODULATION,Theta,Central,5.01801216829445
1770.0,MODULATION,Theta,Central,5.119892784968549
1780.0,MODULATION,Theta,Central,5.082421038357126
30.0,MODULATION,Theta,Temporal,4.898615757344833
40.0,MODULATION,Theta,Temporal,4.937085222030147
50.0,MODULATION,Theta,Temporal,4.919112348282007
60.0,MODULATION,Theta,Temporal,4.865746006264562
70.0,MODULATION,Theta,Temporal,5.111995183770368
80.0,MODULATION,Theta,Temporal,5.09343397373834
90.0,MODULATION,Theta,Temporal,4.903515735970265
100.0,MODULATION,Theta,Temporal,4.9590780747100665
110.0,MODULATION,Theta,Temporal,4.173753422707254
120.0,MODULATION,Theta,Temporal,4.304574323394307
130.0,MODULATION,Theta,Temporal,4.375316760620039
140.0,MODULATION,Theta,Temporal,4.5213652738915195
150.0,MODULATION,Theta,Temporal,4.271268270458714
160.0,MODULATION,Theta,Temporal,4.333006545045203
170.0,MODULATION,Theta,Temporal,4.188982623552878
180.0,MODULATION,Theta,Temporal,4.162572928249281
190.0,MODULATION,Theta,Temporal,4.243586046837222
200.0,MODULATION,Theta,Temporal,4.316726447146236
210.0,MODULATION,Theta,Temporal,5.1821044191886685
220.0,MODULATION,Theta,Temporal,5.187475165581914
230.0,MODULATION,Theta,Temporal,5.192599044457831
240.0,MODULATION,Theta,Temporal,5.273885100141354
250.0,MODULATION,Theta,Temporal,4.995116894849834
260.0,MODULATION,Theta,Temporal,4.942536138609729
270.0,MODULATION,Theta,Temporal,4.786971420598708
280.0,MODULATION,Theta,Temporal,4.842343204504422
290.0,MODULATION,Theta,Temporal,4.764984424472624
300.0,MODULATION,Theta,Temporal,4.762928355467331
310.0,MODULATION,Theta,Temporal,5.157229422819011
320.0,MODULATION,Theta,Temporal,5.141021403281761
330.0,MODULATION,Theta,Temporal,5.09587562530837
340.0,MODULATION,Theta,Temporal,5.152647852177173
350.0,MODULATION,Theta,Temporal,5.215836531513888
360.0,MODULATION,Theta,Temporal,5.137365606187819
370.0,MODULATION,Theta,Temporal,5.153361553815207
380.0,MODULATION,Theta,Temporal,5.097318475967189
390.0,MODULATION,Theta,Temporal,5.121251983966217
400.0,MODULATION,Theta,Temporal,4.73901545603019
410.0,MODULATION,Theta,Temporal,4.732893516588559
420.0,MODULATION,Theta,Temporal,4.753296921424186
430.0,MODULATION,Theta,Temporal,4.681523645030204
440.0,MODULATION,Theta,Temporal,4.63306199073624
450.0,MODULATION,Theta,Temporal,4.65310802691497
460.0,MODULATION,Theta,Temporal,5.125737403854021
470.0,MODULATION,Theta,Temporal,5.1755141111026886
480.0,MODULATION,Theta,Temporal,5.27315376739211
490.0,MODULATION,Theta,Temporal,5.19421109210217
500.0,MODULATION,Theta,Temporal,5.285314836683841
510.0,MODULATION,Theta,Temporal,5.360557041303893
520.0,MODULATION,Theta,Temporal,5.31021992330038
530.0,MODULATION,Theta,Temporal,4.279829870377683
540.0,MODULATION,Theta,Temporal,4.309659832411486
550.0,MODULATION,Theta,Temporal,4.437574719914427
560.0,MODULATION,Theta,Temporal,4.534454484910625
570.0,MODULATION,Theta,Temporal,4.4557478510346495
580.0,MODULATION,Theta,Temporal,4.654021043653471
590.0,MODULATION,Theta,Temporal,5.061885134162071
600.0,MODULATION,Theta,Temporal,5.234980701494612
610.0,MODULATION,Theta,Temporal,5.230325061310917
620.0,MODULATION,Theta,Temporal,5.064220985350739
630.0,MODULATION,Theta,Temporal,5.099889841540895
640.0,MODULATION,Theta,Temporal,4.9369175132957945
650.0,MODULATION,Theta,Temporal,4.921623574742094
660.0,MODULATION,Theta,Temporal,4.929478806318569
670.0,MODULATION,Theta,Temporal,5.046015435386165
680.0,MODULATION,Theta,Temporal,5.131046987972712
