Time,Entropy_raw_at_t,Entropy_norm_at_t,v_l2,v_l2_per_s,v_cos,v_cos_per_s
2025-10-09 15:29:43.947309971,4.453349875989707,0.877477311737062,26.20727904249259,26.20727904249259,0.01382084206413962,0.01382084206413962
2025-10-09 15:29:44.072200060,4.492222773838951,0.885136733712436,36.0306499511693,36.0306499511693,0.020999609489069666,0.020999609489069666
2025-10-09 15:29:44.197190046,4.553825190812695,0.8972747252801013,46.08776678549616,46.08776678549616,0.047034177634645964,0.047034177634645964
2025-10-09 15:29:44.322079897,4.624841667671141,0.9112676404873163,48.663840463046284,48.663840463046284,0.0861027154001332,0.0861027154001332
2025-10-09 15:29:44.447069883,4.68999667818108,0.924105626511434,41.50649696149413,41.50649696149413,0.09693705481580492,0.09693705481580492
2025-10-09 15:29:44.572060108,4.727979893861515,0.9315897476594474,30.626847735720343,30.626847735720343,0.06098142417398753,0.06098142417398753
2025-10-09 15:29:44.697050095,4.733077849963249,0.9325942366261959,28.134827208693498,28.134827208693498,0.03157527769193498,0.03157527769193498
2025-10-09 15:29:44.821939945,4.716192609713069,0.9292672096385691,31.999528030666283,31.999528030666283,0.02817196603017997,0.02817196603017997
2025-10-09 15:29:44.947030067,4.692814465999734,0.9246608366227007,32.95220145546855,32.95220145546855,0.03167142429058052,0.03167142429058052
2025-10-09 15:29:45.071919918,4.673612765423207,0.9208773798829748,32.137385992680734,32.137385992680734,0.03821206650090122,0.03821206650090122
2025-10-09 15:29:45.197010040,4.661735559939026,0.9185371239791218,36.351722141085986,36.351722141085986,0.052868529011109285,0.052868529011109285
2025-10-09 15:29:45.322000027,4.653436564053401,0.9169019098588261,44.751863959164616,44.751863959164616,0.07829804706691797,0.07829804706691797
2025-10-09 15:29:45.447089911,4.641014408916682,0.9144542783906325,48.44834777601199,48.44834777601199,0.10037187638000448,0.10037187638000448
2025-10-09 15:29:45.571980000,4.614996248367882,0.909327722828988,44.695888436128364,44.695888436128364,0.09539213773505965,0.09539213773505965
2025-10-09 15:29:45.696969986,4.572673978893858,0.9009886449934688,38.23535988543515,38.23535988543515,0.06879483648683098,0.06879483648683098
2025-10-09 15:29:45.821959972,4.523007945083672,0.8912025695567799,35.88186910979374,35.88186910979374,0.05070511921194884,0.05070511921194884
2025-10-09 15:29:45.946949959,4.478750291951728,0.8824821483962083,35.751202535982465,35.751202535982465,0.04394105918714965,0.04394105918714965
2025-10-09 15:29:46.071939945,4.446004976926022,0.8760300905519199,31.904492521943638,31.904492521943638,0.03517445796257091,0.03517445796257091
2025-10-09 15:29:46.197040081,4.424204288478423,0.8717345355145414,24.446900004887517,24.446900004887517,0.022197190516440972,0.022197190516440972
2025-10-09 15:29:46.321929932,4.414368159401679,0.8697964483800241,21.510732551109086,21.510732551109086,0.011195028688735741,0.011195028688735741
2025-10-09 15:29:46.447020054,4.4187549097854415,0.8706608030885457,26.318185043438113,26.318185043438113,0.006511864080036416,0.006511864080036416
2025-10-09 15:29:46.572010040,4.439150914522463,0.8746795826376913,32.11499060447453,32.11499060447453,0.010814917499101476,0.010814917499101476
2025-10-09 15:29:46.697000027,4.480090293583608,0.8827461790837597,35.59377576725995,35.59377576725995,0.02760099528555786,0.02760099528555786
2025-10-09 15:29:46.821990013,4.53491454566469,0.8935486173995707,36.06195742471235,36.06195742471235,0.055600795786816086,0.055600795786816086
2025-10-09 15:29:46.947079897,4.589484955924873,0.90430103933562,33.37041496731537,33.37041496731537,0.07613888840581459,0.07613888840581459
2025-10-09 15:29:47.071969986,4.6293780381624545,0.9121614759807328,27.867433623973582,27.867433623973582,0.06955707586650776,0.06955707586650776
2025-10-09 15:29:47.197060108,4.651814628966408,0.9165823276837044,21.516402502689964,21.516402502689964,0.04845823643271497,0.04845823643271497
2025-10-09 15:29:47.322050095,4.663176596122709,0.9188210622709214,18.90043554177792,18.90043554177792,0.046739327468319714,0.046739327468319714
2025-10-09 15:29:47.447149992,4.666775870935333,0.9195302546934193,19.7624253616464,19.7624253616464,0.0630147332444614,0.0630147332444614
2025-10-09 15:29:47.571939945,4.655757846950484,0.9173592898386242,20.111306276333604,20.111306276333604,0.059434998617761164,0.059434998617761164
2025-10-09 15:29:47.696929932,4.628540440490531,0.9119964377569366,17.73749534814021,17.73749534814021,0.035375731475613785,0.035375731475613785
2025-10-09 15:29:47.821919918,4.601315664534491,0.9066321336075258,14.057577205675766,14.057577205675766,0.019982454541292164,0.019982454541292164
2025-10-09 15:29:47.946909904,4.592805560681766,0.9049553232828861,11.942732295521246,11.942732295521246,0.017618735802841835,0.017618735802841835
2025-10-09 15:29:48.071899891,4.608963571985417,0.9081390588340018,14.29383849990092,14.29383849990092,0.02379896304152917,0.02379896304152917
2025-10-09 15:29:48.196990013,4.640582484743053,0.9143691730938774,18.29023290035329,18.29023290035329,0.03769779795368454,0.03769779795368454
2025-10-09 15:29:48.321990013,4.6755329669471335,0.921255731756986,21.292629917345955,21.292629917345955,0.06300279749989546,0.06300279749989546
2025-10-09 15:29:48.446870089,4.70397642276631,0.9268601616454363,5.424548354849518,5.424548354849518,0.002344407828540478,0.002344407828540478
2025-10-09 15:29:48.571969986,4.7196888653730555,0.9299561034158604,5.42454839521455,5.42454839521455,0.0025843881779634027,0.0025843881779634027
2025-10-09 15:29:48.696959972,4.734469545380235,0.9328684529324057,5.424548396749689,5.424548396749689,0.002840686776868254,0.002840686776868254
2025-10-09 15:29:48.821949959,4.748351134414626,0.9356036477335617,5.424548353349876,5.424548353349876,0.003123199455944421,0.003123199455944421
2025-10-09 15:29:48.946939945,4.761386034892363,0.9381720130649345,5.424548396749735,5.424548396749735,0.0034307205660695952,0.0034307205660695952
2025-10-09 15:29:49.071929932,4.773592172617402,0.9405770809836727,5.424548353349837,5.424548353349837,0.0037637840709361624,0.0037637840709361624
2025-10-09 15:29:49.196919918,4.784972262212563,0.9428193863725054,5.424548396749692,5.424548396749692,0.004122340952576138,0.004122340952576138
2025-10-09 15:29:49.321919918,4.795516781828431,0.944897053069204,5.424548378535782,5.424548378535782,0.004505952102311639,0.004505952102311639
2025-10-09 15:29:49.446909904,4.805206182694164,0.9468062292311412,5.424548396749724,5.424548396749724,0.004911738549436721,0.004911738549436721
2025-10-09 15:29:49.571899891,4.81400838671758,0.9485405942684518,5.424548353349869,5.424548353349869,0.005337812767682852,0.005337812767682852
2025-10-09 15:29:49.696890116,4.8218832889173004,0.9500922459923954,5.424548371516155,5.424548371516155,0.00577952915683409,0.00577952915683409
2025-10-09 15:29:49.821880102,4.828778810884597,0.9514509229990031,5.424548396749715,5.424548396749715,0.0062310334780211075,0.0062310334780211075
2025-10-09 15:29:49.946870089,4.834630200619591,0.9526038667104935,5.4245483533498176,5.4245483533498176,0.006684951535919214,0.006684951535919214
2025-10-09 15:29:50.071860075,4.839357795760975,0.9535353806474534,5.424548396749776,5.424548396749776,0.007132309534231564,0.007132309534231564
2025-10-09 15:29:50.196850061,4.84286343860113,0.9542261240520699,5.424548396749666,5.424548396749666,0.00756275645786075,0.00756275645786075
2025-10-09 15:29:50.321840048,4.845025069837808,0.954652046654009,5.424548353349889,5.424548353349889,0.007964887614621354,0.007964887614621354
2025-10-09 15:29:50.446830034,4.845688108808268,0.9547826902525534,5.424548396749736,5.424548396749736,0.008326750297700287,0.008326750297700287
2025-10-09 15:29:50.571820021,4.84465089919936,0.9545783209744422,5.424548353349826,5.424548353349826,0.008636503573290445,0.008636503573290445
2025-10-09 15:29:50.696810007,4.841637813169896,0.9539846297750552,5.424548396749707,5.424548396749707,0.008883188103437408,0.008883188103437408
2025-10-09 15:29:50.821810007,4.83624220631347,0.9529214924219598,5.424548378535763,5.424548378535763,0.009058258009424058,0.009058258009424058
2025-10-09 15:29:50.946899891,4.827772876414081,0.9512527160986807,15.226648697364432,15.226648697364432,0.03650066663451086,0.03650066663451086
2025-10-09 15:29:51.071890116,4.835754099759353,0.9528253170845455,14.942466760285747,14.942466760285747,0.03805017435931854,0.03805017435931854
2025-10-09 15:29:51.196680069,4.839217178026684,0.953507673668459,12.964228604279493,12.964228604279493,0.03887434197569072,0.03887434197569072
2025-10-09 15:29:51.321670055,4.837465709371385,0.9531625685116579,10.575593955262134,10.575593955262134,0.042719487645488344,0.042719487645488344
2025-10-09 15:29:51.446660042,4.833347897129169,0.9523512047254846,8.808155503603166,8.808155503603166,0.04784548599301488,0.04784548599301488
2025-10-09 15:29:51.571660042,4.830633559552632,0.9518163782002553,7.951204206816475,7.951204206816475,0.05130676925383337,0.05130676925383337
2025-10-09 15:29:51.696650028,4.830850731195099,0.9518591691765593,3.202197816940205,3.202197816940205,0.004522750068818169,0.004522750068818169
2025-10-09 15:29:51.821640015,4.83378864871754,0.9524380493547362,3.2021977913205797,3.2021977913205797,0.003986083606629221,0.003986083606629221
