Session,Metric,Band,Flux_mean_per_s,Flux_median_per_s,Flux_p25_per_s,Flux_p75_per_s,Flux_IQR_per_s,n_steps,dt_s
BASELINE_EC,COS,Theta,0.04755388085827298,0.028062749917008325,0.015050158779113434,0.05227115156307857,0.03722099278396514,14537,0.124989987
BASELINE_EC,COS,Alpha,0.03716814842421024,0.025729495857414943,0.013625866775510536,0.04780454497924405,0.03417867820373352,14537,0.124989987
BASELINE_EC,COS,BetaL,0.03587224807056334,0.026447333855682074,0.01475577634281554,0.04574490797193182,0.03098913162911628,14537,0.124989987
BASELINE_EC,COS,BetaH,0.02192418027322698,0.01672408365556367,0.010001938426334147,0.02746016083199055,0.017458222405656403,14537,0.124989987
BASELINE_EC,COS,Gamma,0.0176925317161193,0.013834604933899599,0.009277483973443721,0.02068682067202277,0.01140933669857905,14537,0.124989987
