Session,Metric,Band,Flux_mean_per_s,Flux_median_per_s,Flux_p25_per_s,Flux_p75_per_s,Flux_IQR_per_s,n_steps,dt_s
MODULATION_DATASET,COS,Theta,0.047459305630769236,0.03318150472714304,0.0188040611893697,0.05695043308859636,0.038146371899226664,14537,0.124989987
MODULATION_DATASET,COS,Alpha,0.037377406464724997,0.028383917686485738,0.015623786846120124,0.04922739960892919,0.033603612762809064,14537,0.124989987
MODULATION_DATASET,COS,BetaL,0.038935066270147485,0.031451592193206465,0.01886646877958313,0.05065179325638097,0.03178532447679784,14537,0.124989987
MODULATION_DATASET,COS,BetaH,0.023450888163214383,0.019426101305205012,0.012212271724399185,0.029970651825543784,0.017758380101144597,14537,0.124989987
MODULATION_DATASET,COS,Gamma,0.0188388244194719,0.01574749144753683,0.010837139641541826,0.023199945949478388,0.012362806307936562,14537,0.124989987
