Time,Band,dt_s,step_distance,velocity_per_s
2025-10-09 15:29:43.947309971,Theta,0.124989987,0.007489047221128531,0.05991717737460466
2025-10-09 15:29:44.072200060,Theta,0.124890089,0.0050353418894394375,0.04031818641301022
2025-10-09 15:29:44.197190046,Theta,0.124989986,0.008600588171029822,0.06881021789241437
2025-10-09 15:29:44.322079897,Theta,0.124889851,0.016643048520709858,0.13326181741308873
2025-10-09 15:29:44.447069883,Theta,0.124989986,0.018267683772385412,0.14615317880254353
2025-10-09 15:29:44.572060108,Theta,0.124990225,0.011515112919246229,0.0921281077719976
2025-10-09 15:29:44.697050095,Theta,0.124989987,0.004553597507549023,0.03643169838515963
2025-10-09 15:29:44.821939945,Theta,0.12488985,0.002602087211262316,0.02083505754280525
2025-10-09 15:29:44.947030067,Theta,0.125090122,0.004824620895552467,0.038569159725917186
2025-10-09 15:29:45.071919918,Theta,0.124889851,0.006932637038773004,0.05551001128805098
2025-10-09 15:29:45.197010040,Theta,0.125090122,0.006802123997096787,0.054377786897488095
2025-10-09 15:29:45.322000027,Theta,0.124989987,0.004824473649555516,0.03859888112121747
2025-10-09 15:29:45.447089911,Theta,0.125089884,0.003600224974475985,0.028781104109713497
2025-10-09 15:29:45.571980000,Theta,0.124890089,0.004097694968374754,0.03281040954638726
2025-10-09 15:29:45.696969986,Theta,0.124989986,0.006230398547708793,0.049847181739093825
2025-10-09 15:29:45.821959972,Theta,0.124989986,0.008875003707927265,0.07100571807350442
2025-10-09 15:29:45.946949959,Theta,0.124989987,0.010188259630921626,0.08151260653320674
2025-10-09 15:29:46.071939945,Theta,0.124989986,0.01220850177006183,0.09767583916732202
2025-10-09 15:29:46.197040081,Theta,0.125100136,0.008268391559724586,0.06609418521914785
2025-10-09 15:29:46.321929932,Theta,0.124889851,0.002815194325273107,0.02254141791932402
2025-10-09 15:29:46.447020054,Theta,0.125090122,0.003527610706620221,0.028200553730535344
2025-10-09 15:29:46.572010040,Theta,0.124989986,0.003434672407334971,0.027479580702849036
2025-10-09 15:29:46.697000027,Theta,0.124989987,0.003496769985742443,0.027976400907557843
2025-10-09 15:29:46.821990013,Theta,0.124989986,0.0058564912408910486,0.04685568362965533
2025-10-09 15:29:46.947079897,Theta,0.125089884,0.007409379622736245,0.0592324445894941
2025-10-09 15:29:47.071969986,Theta,0.124890089,0.006175982915343048,0.04945134529724811
2025-10-09 15:29:47.197060108,Theta,0.125090122,0.003840424143460641,0.0307012582772974
2025-10-09 15:29:47.322050095,Theta,0.124989987,0.0022453032283965557,0.017963864804598755
2025-10-09 15:29:47.447149992,Theta,0.125099897,0.0017820195261413208,0.014244772129119506
2025-10-09 15:29:47.571939945,Theta,0.124789953,0.0017677374666599244,0.014165703441365383
