Track,Metric_X,Metric_Y,N_Matched,Observed_Pearson_r,Bootstrap_Median_r,Bootstrap_CI_Lower,Bootstrap_CI_Upper,Confidence_Level,Block_Length_Windows,Block_Length_Seconds,Bootstrap_Iterations_Requested,Bootstrap_Iterations_Valid,Random_Seed,Resampling_Method,Band,Channel,Feature
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.3540356936885235,0.3610432035247842,0.17082217875564226,0.530658662325016,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Fp2,POW.Fp2.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.17088342482338023,0.16859748281108028,0.026373204066885553,0.292767984403029,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Fp2,POW.Fp2.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.15419291588656092,-0.15658830892261633,-0.29772847425559124,-0.019883052354597305,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Fz,POW.Fz.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.390480631776394,0.39048003998532677,0.25920389675055827,0.5094366542308556,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Fz,POW.Fz.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.04713387278022479,0.042099714822809456,-0.0888829806027543,0.17613826966265791,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Fz,POW.Fz.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.0994395476400104,-0.10065305297110105,-0.19388982975121064,-0.0019398109696330483,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,O1,POW.O1.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.3964419596771946,0.3984813581909639,0.27051750766672733,0.5273725704245877,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,O1,POW.O1.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.11990159690632358,0.12096622750365615,-0.021547469681175425,0.25649988725282946,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,O1,POW.O1.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.034898190047446785,-0.03494722669122817,-0.17476565048442125,0.11189037426062846,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,O2,POW.O2.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.38072348790324223,0.37896184893412005,0.24382810506729577,0.5037022099561269,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,O2,POW.O2.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.09891816141500434,0.0928984713099451,-0.06788086237219491,0.24879487470696995,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,O2,POW.O2.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.1305883807537613,-0.12849321414705867,-0.2253678466678882,-0.024735113567673675,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Oz,POW.Oz.Alpha
