Session,Metric,Band,Flux_mean_per_s,Flux_median_per_s,Flux_p25_per_s,Flux_p75_per_s,Flux_IQR_per_s,n_steps,dt_s
MODULATION_DATASET,BaselineStandardised_L2,Theta,7.800596994945089,6.111961833545655,4.128707332965799,9.062751088855821,4.934043755890022,14537,0.124989987
MODULATION_DATASET,BaselineStandardised_L2,Alpha,5.414621258486529,4.766227396652416,3.1258469075083104,6.978534205892267,3.852687298383956,14537,0.124989987
MODULATION_DATASET,BaselineStandardised_L2,BetaL,6.720444242310148,5.959874561679327,4.29408025687048,8.275131713642661,3.9810514567721818,14537,0.124989987
MODULATION_DATASET,BaselineStandardised_L2,BetaH,6.640446505074281,6.0223035190034215,4.5018938928185595,8.138640559464632,3.636746666646072,14537,0.124989987
MODULATION_DATASET,BaselineStandardised_L2,Gamma,6.817992181192796,6.059944978976668,4.75560680226049,7.961611418936525,3.2060046166760348,14537,0.124989987
