Session,Representation,Level,Band,Channel,Feature,Window_Index,Window_Start_s,Window_End_s,N_Samples,Observed_LZC,Surrogate_LZC_Median,Surrogate_LZC_Mean,Surrogate_LZC_SD,Observed_to_MedianSurrogate_Ratio,Observed_vs_Surrogate_Z,Surrogate_Method,Surrogate_Iterations,Random_Seed
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,107,1070,1080,80,0.6321928095,0.6321928095,0.6914608854,0.1304181218,1,-0.4544466296,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,108,1080,1090,80,0.7902410119,0.7112169107,0.6835584753,0.1125628176,1.111111111,0.9477600051,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,109,1090,1100,80,0.4741446071,0.6321928095,0.6835584753,0.1338998658,0.75,-1.56395876,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,110,1100,1110,80,0.7112169107,0.7902410119,0.8060458321,0.124552877,0.9,-0.7613547248,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,111,1110,1120,80,0.3951205059,0.5926807589,0.6084855791,0.08541993796,0.6666666667,-2.497836902,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,112,1120,1130,80,0.3951205059,0.6321928095,0.6440464247,0.1263215313,0.625,-1.970573949,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,113,1130,1140,80,0.7112169107,0.5531687083,0.5215590678,0.08656656561,1.285714286,2.19089023,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,114,1140,1150,80,0.7112169107,0.7902410119,0.798143422,0.09208578982,0.9,-0.9439731306,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,115,1150,1160,80,0.7112169107,0.6717048601,0.667753655,0.1040663863,1.058823529,0.4176493218,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,116,1160,1170,80,0.3951205059,0.5531687083,0.5413150931,0.08218426539,0.7142857143,-1.778863466,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,117,1170,1180,80,0.5531687083,0.6321928095,0.6519488348,0.09550239395,0.875,-1.034320946,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,118,1180,1190,80,0.5531687083,0.6321928095,0.6519488348,0.08056869224,0.875,-1.226036116,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,119,1190,1200,80,0.7902410119,0.6321928095,0.6282416044,0.1160138174,1.25,1.396380285,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,120,1200,1210,80,0.4741446071,0.5136566577,0.5413150931,0.1034327951,0.9230769231,-0.6494118809,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,121,1210,1220,80,0.6321928095,0.7112169107,0.6914608854,0.1143013424,0.8888888889,-0.5185247579,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,122,1220,1230,80,0.4741446071,0.6321928095,0.596631964,0.07463930996,0.75,-1.64105693,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,123,1230,1240,80,0.5531687083,0.6321928095,0.6598512449,0.1210059202,0.875,-0.8816307205,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,124,1240,1250,80,0.6321928095,0.7112169107,0.6796072702,0.1240239877,0.8888888889,-0.3823007274,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,125,1250,1260,80,0.5531687083,0.7112169107,0.7191193208,0.08844458388,0.7777777778,-1.876323063,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,126,1260,1270,80,0.3951205059,0.6321928095,0.6163879893,0.09455123731,0.625,-2.340186016,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,127,1270,1280,80,0.4741446071,0.6321928095,0.6321928095,0.1356677986,0.75,-1.164964745,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,128,1280,1290,80,0.5531687083,0.7902410119,0.7783873967,0.1236922835,0.7,-1.82079821,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,129,1290,1300,80,0.6321928095,0.6321928095,0.6242903994,0.08067061346,1,0.09795896894,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,130,1300,1310,80,0.3951205059,0.5531687083,0.5610711184,0.1143732074,0.7142857143,-1.450957057,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,131,1310,1320,80,0.4741446071,0.7112169107,0.7191193208,0.1143732074,0.6666666667,-2.141888989,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,132,1320,1330,80,0.4741446071,0.5531687083,0.5255102729,0.08982733447,0.8571428571,-0.5718266725,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,133,1330,1340,80,0.6321928095,0.6321928095,0.6321928095,0.08503429293,1,0,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,134,1340,1350,80,0.4741446071,0.7112169107,0.7033145006,0.1022342286,0.6666666667,-2.241616106,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,135,1350,1360,80,0.3160964047,0.5531687083,0.5650223235,0.1363323965,0.5714285714,-1.825875031,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,136,1360,1370,80,0.6321928095,0.6321928095,0.6282416044,0.07892005361,1,0.05006591961,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,137,1370,1380,80,0.5531687083,0.7902410119,0.734924141,0.1090779707,0.7,-1.666289092,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,138,1380,1390,80,0.7112169107,0.7112169107,0.6796072702,0.08268265847,1,0.3823007274,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,139,1390,1400,80,0.5531687083,0.5531687083,0.5887295538,0.09411571571,1,-0.3778417373,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,140,1400,1410,80,0.5531687083,0.6717048601,0.6519488348,0.1329143889,0.8235294118,-0.7431861015,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,141,1410,1420,80,0.5531687083,0.5136566577,0.5255102729,0.05888558504,1.076923077,0.4696978963,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,142,1420,1430,80,0.6321928095,0.6321928095,0.6242903994,0.08464689095,1,0.0933573582,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,143,1430,1440,80,0.6321928095,0.6321928095,0.5847783488,0.09385343266,1,0.5051968731,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,144,1440,1450,80,0.6321928095,0.6321928095,0.6321928095,0.1229593844,1,9.029184961e-16,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,145,1450,1460,80,0.5531687083,0.6321928095,0.6282416044,0.08298025748,0.875,-0.9047079197,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,146,1460,1470,80,0.6321928095,0.6321928095,0.6519488348,0.0845497631,1,-0.2336615098,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,147,1470,1480,80,0.6321928095,0.6717048601,0.6717048601,0.09762965697,0.9411764706,-0.4047136067,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,148,1480,1490,80,0.3951205059,0.5531687083,0.5413150931,0.1065630863,0.7142857143,-1.371906466,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,149,1490,1500,80,0.6321928095,0.5531687083,0.5452662982,0.09896711185,1.142857143,0.8783373555,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,150,1500,1510,80,0.6321928095,0.5531687083,0.5887295538,0.1040663863,1.142857143,0.4176493218,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,151,1510,1520,80,0.5531687083,0.6321928095,0.6242903994,0.108473656,0.875,-0.6556586522,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,152,1520,1530,80,0.7112169107,0.5531687083,0.600583169,0.09385343266,1.285714286,1.178792704,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,153,1530,1540,80,0.3160964047,0.7507289613,0.7467777562,0.1188131058,0.4210526316,-3.624864013,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,154,1540,1550,80,0.3951205059,0.5136566577,0.4899494274,0.09100872599,0.7692307692,-1.041976145,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,155,1550,1560,80,0.7902410119,0.6321928095,0.6440464247,0.096869224,1.25,1.509195399,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,156,1560,1570,80,0.7112169107,0.6321928095,0.6479976297,0.1012651619,1.125,0.6242944736,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,157,1570,1580,80,0.7112169107,0.7507289613,0.7388753461,0.1263215313,0.9473684211,-0.218952661,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,158,1580,1590,80,0.7112169107,0.6321928095,0.6084855791,0.1359098466,1.125,0.7558785042,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,159,1590,1600,80,0.4741446071,0.5531687083,0.5847783488,0.1006139323,0.8571428571,-1.099586699,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,160,1600,1610,81,0.7044277781,0.626158025,0.626158025,0.06220249235,1.125,1.258305739,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,161,1610,1620,80,0.7112169107,0.7112169107,0.6954120904,0.08347389811,1,0.189338471,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,162,1620,1630,80,0.6321928095,0.5136566577,0.5018030425,0.08609066005,1.230769231,1.514563448,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,163,1630,1640,80,0.6321928095,0.6717048601,0.6835584753,0.1065630863,0.9411764706,-0.4820211908,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,164,1640,1650,80,0.4741446071,0.6321928095,0.6440464247,0.1096040129,0.75,-1.550142308,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,165,1650,1660,80,0.4741446071,0.5531687083,0.596631964,0.1188131058,0.8571428571,-1.030924628,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,166,1660,1670,80,0.5531687083,0.6321928095,0.6519488348,0.06722551122,0.875,-1.469384534,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,167,1670,1680,80,0.7112169107,0.7112169107,0.6875096803,0.08918471882,1,0.2658216639,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,168,1680,1690,80,0.4741446071,0.6321928095,0.6282416044,0.09055616861,0.75,-1.701673113,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,169,1690,1700,80,0.6321928095,0.6321928095,0.6400952196,0.09896711185,1,-0.0798488505,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,170,1700,1710,80,0.7902410119,0.7112169107,0.7072657056,0.08298025748,1.111111111,0.9999403323,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,171,1710,1720,80,0.7112169107,0.7902410119,0.7546801663,0.07892005361,0.9,-0.5507251157,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,172,1720,1730,80,0.7112169107,0.6321928095,0.6045343741,0.1065630863,1.125,1.001120935,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,173,1730,1740,80,0.6321928095,0.6321928095,0.6835584753,0.07375335204,1,-0.696451949,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,174,1740,1750,80,0.7112169107,0.7902410119,0.802094627,0.1002047645,0.9,-0.9069201132,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,175,1750,1760,80,0.5531687083,0.6321928095,0.5926807589,0.1294696138,0.875,-0.3051839689,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,176,1760,1770,80,0.6321928095,0.6321928095,0.600583169,0.07860708455,1,0.4021220308,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,177,1770,1780,80,0.6321928095,0.7112169107,0.6954120904,0.07518773254,0.8888888889,-0.8408190912,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,178,1780,1790,80,0.5531687083,0.7902410119,0.8060458321,0.1218854828,0.7,-2.07471077,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,179,1790,1800,80,0.3951205059,0.7112169107,0.6993632955,0.08982733447,0.5555555556,-3.386973368,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,180,1800,1810,80,0.7112169107,0.6321928095,0.6479976297,0.07943892871,1.125,0.7958224258,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,0,0,10,81,0.3130790125,0.5478882719,0.5870231484,0.114976502,0.5714285714,-2.38260976,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,1,10,20,80,0.6321928095,0.6321928095,0.6519488348,0.1377713007,1,-0.1433972474,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,2,20,30,80,0.6321928095,0.5926807589,0.5689735285,0.09455123731,1.066666667,0.6686245759,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,3,30,40,80,0.5531687083,0.5531687083,0.5808271437,0.08609066005,1,-0.3212710345,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,4,40,50,80,0.6321928095,0.7112169107,0.6954120904,0.07943892871,0.8888888889,-0.7958224258,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,5,50,60,80,0.4741446071,0.7902410119,0.7823386017,0.1054001222,0.6,-2.924038303,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,6,60,70,80,0.7112169107,0.6321928095,0.6084855791,0.120529651,1.125,0.85233244,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,7,70,80,80,0.5531687083,0.7902410119,0.7744361916,0.1508119695,0.7,-1.467174549,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,8,80,90,80,0.7902410119,0.7112169107,0.7230705259,0.09341465778,1.111111111,0.7190572401,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,9,90,100,80,0.3951205059,0.5531687083,0.5650223235,0.1034327951,0.7142857143,-1.642630052,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,10,100,110,80,0.3951205059,0.5136566577,0.5413150931,0.08218426539,0.7692307692,-1.778863466,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,11,110,120,80,0.3951205059,0.6321928095,0.6321928095,0.08503429293,0.625,-2.787961132,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,12,120,130,80,0.3160964047,0.4741446071,0.4622909919,0.096869224,0.6666666667,-1.509195399,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,13,130,140,80,0.2370723036,0.7112169107,0.6993632955,0.1125628176,0.3333333333,-4.106960022,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,14,140,150,80,0.7112169107,0.6717048601,0.6598512449,0.096869224,1.058823529,0.530257843,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,15,150,160,80,0.9482892142,0.7112169107,0.6835584753,0.1002047645,1.333333333,2.641897721,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,16,160,170,80,0.7112169107,0.6321928095,0.6519488348,0.08056869224,1.125,0.7356216694,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,17,170,180,80,0.6321928095,0.6321928095,0.6519488348,0.1226248004,1,-0.1611095409,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,18,180,190,80,0.5531687083,0.5531687083,0.5531687083,0.1229593844,1,0,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,19,190,200,80,0.3951205059,0.5136566577,0.5255102729,0.1288971587,0.7692307692,-1.011579838,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,20,200,210,80,0.6321928095,0.6321928095,0.6242903994,0.1054001222,1,0.07497534111,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,21,210,220,80,0.869265113,0.6321928095,0.6440464247,0.09341465778,1.375,2.410956628,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,22,220,230,80,0.4741446071,0.5531687083,0.5768759387,0.1177711701,0.8571428571,-0.872296093,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,23,230,240,80,0.4741446071,0.5531687083,0.5610711184,0.07648790497,0.8571428571,-1.136473948,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,24,240,250,80,0.7112169107,0.7112169107,0.7230705259,0.1034327951,1,-0.1146020966,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,25,250,260,80,0.7112169107,0.7902410119,0.8139482422,0.1177711701,0.9,-0.872296093,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,26,260,270,80,0.3160964047,0.5531687083,0.5729247336,0.1171415603,0.5714285714,-2.192461226,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,27,270,280,80,0.3951205059,0.5531687083,0.5057542476,0.0902835453,0.7142857143,-1.225403159,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,28,280,290,80,1.027313315,0.6321928095,0.6400952196,0.1022342286,1.625,3.787558248,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,29,290,300,80,0.869265113,0.6321928095,0.6796072702,0.07430831361,1.375,2.552309878,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,30,300,310,80,0.7112169107,0.5926807589,0.596631964,0.09055616861,1.2,1.265346674,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,31,310,320,80,0.4741446071,0.6321928095,0.6203391943,0.06422507607,0.75,-2.276285154,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,32,320,330,80,0.6321928095,0.5531687083,0.5808271437,0.1096040129,1.142857143,0.4686476747,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,33,330,340,80,0.6321928095,0.5531687083,0.5531687083,0.108776233,1.142857143,0.7264831573,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,34,340,350,80,0.7112169107,0.7112169107,0.730972936,0.09888405089,1,-0.1997898055,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,35,350,360,80,0.4741446071,0.4741446071,0.4820470172,0.1054001222,1,-0.07497534111,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,36,360,370,80,0.6321928095,0.6321928095,0.6519488348,0.1278731333,1,-0.1544970768,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,37,370,380,80,0.7112169107,0.6321928095,0.6519488348,0.1053221347,1.125,0.5627314339,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,38,380,390,80,0.4741446071,0.6717048601,0.6875096803,0.1149465103,0.7058823529,-1.856211838,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,39,390,400,80,0.5531687083,0.6717048601,0.6717048601,0.1132178929,0.8235294118,-1.046973661,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,40,400,410,80,0.5531687083,0.5531687083,0.5887295538,0.1188131058,1,-0.2993006983,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,41,410,420,80,0.5531687083,0.6321928095,0.6321928095,0.09593162036,0.875,-0.823754471,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,42,420,430,80,0.3951205059,0.5531687083,0.5255102729,0.1002047645,0.7142857143,-1.301233206,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Alpha,ALL_CHANNELS_MEDIAN,BandMedian.Alpha,43,430,440,80,0.5531687083,0.5531687083,0.5729247336,0.1053221347,1,-0.1875771446,phase_randomized,20,1906
