Session,Representation,Level,Band,Channel,Feature,Window_Index,Window_Start_s,Window_End_s,N_Samples,Observed_LZC,Surrogate_LZC_Median,Surrogate_LZC_Mean,Surrogate_LZC_SD,Observed_to_MedianSurrogate_Ratio,Observed_vs_Surrogate_Z,Surrogate_Method,Surrogate_Iterations,Random_Seed
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,154,1540,1550,80,0.3951205059,0.5531687083,0.5768759387,0.09627362366,0.7142857143,-1.887904764,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,155,1550,1560,80,0.6321928095,0.6321928095,0.6242903994,0.1054001222,1,0.07497534111,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,156,1560,1570,80,0.7902410119,0.7902410119,0.7625825764,0.1034327951,1,0.2674048921,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,157,1570,1580,80,0.7112169107,0.7112169107,0.7388753461,0.1154458149,1,-0.2395793683,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,158,1580,1590,80,0.7902410119,0.7902410119,0.802094627,0.08609066005,1,-0.1376875862,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,159,1590,1600,80,0.7112169107,0.6321928095,0.6519488348,0.0845497631,1.125,0.7009845293,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,160,1600,1610,81,0.4696185187,0.5478882719,0.5244073459,0.09535461514,0.8571428571,-0.5745797107,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,161,1610,1620,80,0.5531687083,0.7112169107,0.6717048601,0.1072548122,0.7777777778,-1.105182596,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,162,1620,1630,80,0.5531687083,0.5531687083,0.5215590678,0.1038292427,1,0.3044387078,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,163,1630,1640,80,0.5531687083,0.5531687083,0.5650223235,0.08982733447,1,-0.1319600013,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,164,1640,1650,80,0.869265113,0.7112169107,0.7191193208,0.08464689095,1.222222222,1.773789806,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,165,1650,1660,80,0.6321928095,0.6321928095,0.6282416044,0.07892005361,1,0.05006591961,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,166,1660,1670,80,0.7112169107,0.7507289613,0.7467777562,0.1319215504,0.9473684211,-0.2695605489,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,167,1670,1680,80,0.7112169107,0.7112169107,0.6993632955,0.1065630863,1,0.1112356594,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,168,1680,1690,80,0.5531687083,0.7112169107,0.7112169107,0.07691641199,0.7777777778,-2.054804668,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,169,1690,1700,80,0.4741446071,0.6321928095,0.6163879893,0.09455123731,0.75,-1.504405296,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,170,1700,1710,80,0.6321928095,0.6321928095,0.6756560651,0.1343898944,1,-0.3234116362,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,171,1710,1720,80,0.4741446071,0.5531687083,0.5610711184,0.1199830285,0.8571428571,-0.7244900584,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,172,1720,1730,80,0.4741446071,0.6321928095,0.66380245,0.07430831361,0.75,-2.552309878,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,173,1730,1740,80,0.5531687083,0.7112169107,0.7388753461,0.1096040129,0.7777777778,-1.694341593,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,174,1740,1750,80,0.6321928095,0.6321928095,0.6717048601,0.1009400723,1,-0.3914406806,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,175,1750,1760,80,0.5531687083,0.7902410119,0.7783873967,0.08609066005,0.7,-2.616064138,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,176,1760,1770,80,0.5531687083,0.7112169107,0.6954120904,0.1044604293,0.7777777778,-1.36169632,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,177,1770,1780,80,0.9482892142,0.6321928095,0.66380245,0.09385343266,1.5,3.031181239,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,178,1780,1790,80,0.7112169107,0.7112169107,0.7388753461,0.096869224,1,-0.2855234539,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,179,1790,1800,80,0.5531687083,0.6321928095,0.6440464247,0.08218426539,0.875,-1.105779992,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,180,1800,1810,80,0.6321928095,0.6321928095,0.6124367842,0.07194871527,1,0.2745848237,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,0,0,10,81,0.3913487656,0.5087533953,0.50092642,0.0929575268,0.7692307692,-1.178792704,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,1,10,20,80,0.7112169107,0.7112169107,0.7072657056,0.09411571571,1,0.04198241526,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,2,20,30,80,0.4741446071,0.7112169107,0.6717048601,0.1009400723,0.6666666667,-1.957203403,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,3,30,40,80,0.7112169107,0.6717048601,0.6914608854,0.1053221347,1.058823529,0.1875771446,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,4,40,50,80,0.7112169107,0.6321928095,0.6361440145,0.1008586361,1.125,0.7443378079,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,5,50,60,80,0.5531687083,0.6321928095,0.6203391943,0.08218426539,0.875,-0.8173156466,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,6,60,70,80,0.5531687083,0.7112169107,0.6954120904,0.09796573251,0.7777777778,-1.451970791,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,7,70,80,80,0.5531687083,0.6321928095,0.6242903994,0.08464689095,0.875,-0.8402162238,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,8,80,90,80,0.6321928095,0.7902410119,0.734924141,0.07734254496,0.8,-1.328264173,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,9,90,100,80,0.4741446071,0.7112169107,0.7230705259,0.1338998658,0.6666666667,-1.859045318,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,10,100,110,80,0.3951205059,0.5531687083,0.5729247336,0.1083978797,0.7142857143,-1.640292486,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,11,110,120,80,0.7112169107,0.6321928095,0.6440464247,0.08609066005,1.125,0.7802296552,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,12,120,130,80,0.6321928095,0.7112169107,0.6993632955,0.1065630863,0.8888888889,-0.6303354033,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,13,130,140,80,0.7112169107,0.6321928095,0.6361440145,0.09411571571,1.125,0.7976658899,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,14,140,150,80,0.869265113,0.7112169107,0.730972936,0.09199651613,1.222222222,1.503232762,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,15,150,160,80,0.4741446071,0.5926807589,0.600583169,0.1240239877,0.8,-1.019468606,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,16,160,170,80,0.7112169107,0.869265113,0.8534602928,0.09796573251,0.8181818182,-1.451970791,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,17,170,180,80,0.6321928095,0.7112169107,0.6954120904,0.08347389811,0.8888888889,-0.757353884,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,18,180,190,80,0.4741446071,0.6717048601,0.6756560651,0.09411571571,0.7058823529,-2.141103178,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,19,190,200,80,0.3160964047,0.7112169107,0.7230705259,0.1544192621,0.4444444444,-2.635513961,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,20,200,210,80,0.7112169107,0.869265113,0.8534602928,0.124552877,0.8181818182,-1.142032087,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,21,210,220,80,0.7112169107,0.6321928095,0.667753655,0.1242225851,1.125,0.3498820735,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,22,220,230,80,0.6321928095,0.7902410119,0.7625825764,0.1065630863,0.8,-1.223592254,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,23,230,240,80,0.5531687083,0.6321928095,0.6045343741,0.1065630863,0.875,-0.4820211908,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,24,240,250,80,0.7112169107,0.7112169107,0.6954120904,0.08347389811,1,0.189338471,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,25,250,260,80,0.3951205059,0.5531687083,0.5373638881,0.1297232274,0.7142857143,-1.096514364,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,26,260,270,80,0.7902410119,0.6321928095,0.6203391943,0.08982733447,1.25,1.891426686,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,27,270,280,80,0.7112169107,0.7112169107,0.7230705259,0.1154458149,1,-0.1026768721,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,28,280,290,80,0.869265113,0.7902410119,0.8178994473,0.1002047645,1.1,0.5126070205,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,29,290,300,80,0.7902410119,0.7112169107,0.7546801663,0.09055616861,1.111111111,0.3926937953,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,30,300,310,80,0.7112169107,0.7112169107,0.7191193208,0.1054001222,1,-0.07497534111,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,31,310,320,80,0.5531687083,0.6321928095,0.6321928095,0.11749176,0.875,-0.6725927091,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,32,320,330,80,0.7902410119,0.7902410119,0.7704849866,0.07194871527,1,0.2745848237,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,33,330,340,80,0.7112169107,0.6321928095,0.6519488348,0.08835163106,1.125,0.6708203932,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,34,340,350,80,0.5531687083,0.6321928095,0.6479976297,0.1218854828,0.875,-0.7780165387,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,35,350,360,80,0.6321928095,0.6717048601,0.7033145006,0.108473656,0.9411764706,-0.6556586522,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,36,360,370,80,0.7112169107,0.6321928095,0.667753655,0.09055616861,1.125,0.4799590831,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,37,370,380,80,0.869265113,0.6717048601,0.6598512449,0.1387222787,1.294117647,1.509590745,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,38,380,390,80,0.7112169107,0.5531687083,0.5689735285,0.07943892871,1.285714286,1.790600458,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,39,390,400,80,0.5531687083,0.5531687083,0.5887295538,0.09754545716,1,-0.3645566546,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,40,400,410,80,0.7902410119,0.7902410119,0.7783873967,0.07808268187,1,0.1518085047,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,41,410,420,80,0.4741446071,0.4741446071,0.5136566577,0.1132178929,1,-0.3489912202,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,42,420,430,80,0.7902410119,0.6321928095,0.6400952196,0.1199830285,1.25,1.251391919,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,43,430,440,80,0.4741446071,0.6717048601,0.6796072702,0.1069479308,0.7058823529,-1.921146688,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,44,440,450,80,0.5531687083,0.6717048601,0.6875096803,0.08541993796,0.8235294118,-1.572712124,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,45,450,460,80,0.7112169107,0.7902410119,0.7586313714,0.05957919654,0.9,-0.7958224258,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,46,460,470,80,0.4741446071,0.5531687083,0.596631964,0.08685085723,0.8571428571,-1.41031834,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,47,470,480,80,0.7112169107,0.7112169107,0.7230705259,0.1034327951,1,-0.1146020966,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,48,480,490,80,0.6321928095,0.6717048601,0.6756560651,0.07463930996,0.9411764706,-0.5823105235,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,49,490,500,80,0.6321928095,0.7112169107,0.7191193208,0.1054001222,0.8888888889,-0.8247287523,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,50,500,510,80,0.7112169107,0.7902410119,0.798143422,0.1226917902,0.9,-0.7084949298,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,51,510,520,80,0.7112169107,0.6321928095,0.6796072702,0.1413626097,1.125,0.2236067977,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,52,520,530,80,0.4741446071,0.6717048601,0.6717048601,0.1269056052,0.7058823529,-1.556749623,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,53,530,540,80,0.7902410119,0.7112169107,0.6954120904,0.1271643325,1.111111111,0.7457194922,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,54,540,550,80,0.7112169107,0.6321928095,0.66380245,0.1292155024,1.125,0.3669409616,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,55,550,560,80,0.5531687083,0.7112169107,0.7230705259,0.09341465778,0.7777777778,-1.818791843,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,56,560,570,80,0.4741446071,0.6321928095,0.6282416044,0.1040663863,0.75,-1.480756686,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,57,570,580,80,0.5531687083,0.6321928095,0.600583169,0.1069479308,0.875,-0.4433415434,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,58,580,590,80,0.7112169107,0.7112169107,0.7033145006,0.09558839343,1,0.08267123063,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,59,590,600,80,0.7112169107,0.5531687083,0.533412683,0.0845497631,1.285714286,2.102953588,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,60,600,610,80,0.4741446071,0.5531687083,0.5492175032,0.1294061327,0.8571428571,-0.5801339901,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,61,610,620,80,0.5531687083,0.7112169107,0.7546801663,0.1215479427,0.7777777778,-1.657876337,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,62,620,630,80,0.7112169107,0.7112169107,0.6875096803,0.120529651,1,0.1966921015,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,63,630,640,80,0.7112169107,0.7112169107,0.7033145006,0.07648790497,1,0.1033158134,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,64,640,650,80,0.6321928095,0.7902410119,0.7862898068,0.08685085723,0.8,-1.774271461,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,65,650,660,80,0.7112169107,0.5926807589,0.6242903994,0.127937375,1.2,0.6794457935,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,66,660,670,80,0.7112169107,0.7507289613,0.7704849866,0.1053221347,0.9473684211,-0.5627314339,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,67,670,680,80,0.7112169107,0.6321928095,0.6361440145,0.08298025748,1.125,0.9047079197,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,68,680,690,80,0.7902410119,0.7112169107,0.7270217309,0.124552877,1.111111111,0.5075698165,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,69,690,700,80,0.7902410119,0.6321928095,0.6479976297,0.1218854828,1.25,1.167024808,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,70,700,710,80,0.7112169107,0.7112169107,0.6835584753,0.1236922835,1,0.2236067977,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,71,710,720,80,0.5531687083,0.6717048601,0.6598512449,0.1182585492,0.8235294118,-0.902112679,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,72,720,730,80,0.5531687083,0.5531687083,0.5689735285,0.1012651619,1,-0.1560736184,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,73,730,740,80,0.5531687083,0.5531687083,0.5729247336,0.09199651613,1,-0.2147475375,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,74,740,750,80,0.7112169107,0.7112169107,0.7270217309,0.1012651619,1,-0.1560736184,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,75,750,760,80,0.7112169107,0.7112169107,0.7191193208,0.108473656,1,-0.07285096135,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,76,760,770,80,0.6321928095,0.6717048601,0.66380245,0.0902835453,0.9411764706,-0.3501151884,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,77,770,780,80,0.4741446071,0.6321928095,0.6400952196,0.1226917902,0.75,-1.35258123,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,78,780,790,80,0.5531687083,0.7112169107,0.7191193208,0.1143732074,0.7777777778,-1.450957057,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,79,790,800,80,0.6321928095,0.7902410119,0.7823386017,0.1114624704,0.8,-1.347052436,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,80,800,810,80,0.4741446071,0.7112169107,0.6914608854,0.07194871527,0.6666666667,-3.020433061,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,81,810,820,80,0.7112169107,0.6321928095,0.6440464247,0.08218426539,1.125,0.8173156466,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,82,820,830,80,0.5531687083,0.5531687083,0.5531687083,0.09929866089,1,0,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,83,830,840,80,0.6321928095,0.7112169107,0.6993632955,0.1125628176,0.8888888889,-0.596737781,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,84,840,850,80,0.5531687083,0.6321928095,0.6400952196,0.1172116839,0.875,-0.7416198487,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,85,850,860,80,0.6321928095,0.6717048601,0.667753655,0.09055616861,0.9411764706,-0.3926937953,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,86,860,870,80,0.6321928095,0.5531687083,0.5492175032,0.09055616861,1.142857143,0.9162855223,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,87,870,880,80,0.6321928095,0.6717048601,0.6835584753,0.1002047645,0.9411764706,-0.5126070205,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,88,880,890,80,0.3160964047,0.4741446071,0.5057542476,0.1069479308,0.6666666667,-1.773366174,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,89,890,900,80,0.6321928095,0.6321928095,0.6479976297,0.1105743091,1,-0.1429339271,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,BetaL,ALL_CHANNELS_MEDIAN,BandMedian.BetaL,90,900,910,80,0.7112169107,0.5926807589,0.6045343741,0.1182585492,1.2,0.902112679,phase_randomized,20,1906
