Session,Representation,Analysis_Level,Window_Index,t_mid_s,Window_Start_s,Window_End_s,Window_Length_s,Time_mid,Window_Start_Time,Window_End_Time,Band,Channel,Feature,Shannon_Entropy,Lempel_Ziv_Complexity,N_Samples,Sampling_Rate_Hz,Entropy_Bins,Entropy_Definition,LZC_Normalization,LZC_Threshold,LZC_Definition,Flux_Source,Flux_L2_mean_per_s,Flux_L2_median_per_s,Flux_L2_sd_per_s,Flux_L2_q25_per_s,Flux_L2_q75_per_s,N_Flux_Steps,Progress_0_to_1
BASELINE_EC,POW,Band,0,5,0,10,10,2025-10-05T15:47:55.938829899,2025-10-05T15:47:50.938829899,2025-10-05T15:48:00.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.384170271,0.3130790125,81,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,4.963678678796823,2.041932811010036,5.514450705781215,2.0397559727679373,6.565561567835381,80,0.0
BASELINE_EC,POW,Band,1,15,10,20,10,2025-10-05T15:48:05.938829899,2025-10-05T15:48:00.938829899,2025-10-05T15:48:10.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.692406418,0.6321928095,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,16.00925562033968,14.28676292811834,11.481285823939093,7.2668440675668835,21.850225647000265,80,0.005555555555555556
BASELINE_EC,POW,Band,2,25,20,30,10,2025-10-05T15:48:15.938829899,2025-10-05T15:48:10.938829899,2025-10-05T15:48:20.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.707543201,0.3160964047,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,5.146160994595307,3.1526608772301685,4.979466231665055,2.952396119821754,6.766043963866214,80,0.011111111111111112
BASELINE_EC,POW,Band,3,35,30,40,10,2025-10-05T15:48:25.938829899,2025-10-05T15:48:20.938829899,2025-10-05T15:48:30.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.278921011,0.7112169107,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,15.457839389370667,15.187898281490778,9.857593864552527,7.362664135865883,21.128998185978705,80,0.016666666666666666
BASELINE_EC,POW,Band,4,45,40,50,10,2025-10-05T15:48:35.938829899,2025-10-05T15:48:30.938829899,2025-10-05T15:48:40.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.739714365,0.7902410119,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,13.121576981233947,12.450344489997683,4.980261621510089,8.422301640230868,16.209964706253732,80,0.022222222222222223
BASELINE_EC,POW,Band,5,55,50,60,10,2025-10-05T15:48:45.938829899,2025-10-05T15:48:40.938829899,2025-10-05T15:48:50.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.587315341,0.6321928095,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,19.24284392089364,13.465221202175616,14.247341285364145,8.110650639790505,29.76686313228161,80,0.027777777777777776
BASELINE_EC,POW,Band,6,65,60,70,10,2025-10-05T15:48:55.938829899,2025-10-05T15:48:50.938829899,2025-10-05T15:49:00.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.069345667,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,17.74066950596046,14.897682985621952,10.31449510389398,11.496312998840597,21.665665170647014,80,0.03333333333333333
BASELINE_EC,POW,Band,7,75,70,80,10,2025-10-05T15:49:05.938829899,2025-10-05T15:49:00.938829899,2025-10-05T15:49:10.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.500645789,0.6321928095,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,17.85993978044032,11.47649930961039,14.747304078958695,7.741131044865478,20.475956502646767,80,0.03888888888888889
BASELINE_EC,POW,Band,8,85,80,90,10,2025-10-05T15:49:15.938829899,2025-10-05T15:49:10.938829899,2025-10-05T15:49:20.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.45855327,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,14.312197582266531,13.201001931317794,6.060453250524702,9.647729332876104,17.794180573498966,80,0.044444444444444446
BASELINE_EC,POW,Band,9,95,90,100,10,2025-10-05T15:49:25.938829899,2025-10-05T15:49:20.938829899,2025-10-05T15:49:30.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.292835531,0.3160964047,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,22.781493007447285,16.02770097119073,15.717576641516278,12.417626156544523,32.01157396824307,80,0.05
BASELINE_EC,POW,Band,10,105,100,110,10,2025-10-05T15:49:35.938829899,2025-10-05T15:49:30.938829899,2025-10-05T15:49:40.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,3.054743558,0.4741446071,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,27.42226469619272,21.994465598858778,17.42688474872338,13.12403961802492,38.225448415514435,80,0.05555555555555555
BASELINE_EC,POW,Band,11,115,110,120,10,2025-10-05T15:49:45.938829899,2025-10-05T15:49:40.938829899,2025-10-05T15:49:50.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.004514685,0.6321928095,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,13.717354668521711,11.768725801336128,10.356245839162344,4.501763389744028,17.266893721360066,80,0.06111111111111111
BASELINE_EC,POW,Band,12,125,120,130,10,2025-10-05T15:49:55.938829899,2025-10-05T15:49:50.938829899,2025-10-05T15:50:00.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.416361355,0.3160964047,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,13.677891055096733,13.285179831692826,8.940409816393256,6.202936036022842,17.858467422291444,80,0.06666666666666667
BASELINE_EC,POW,Band,13,135,130,140,10,2025-10-05T15:50:05.938829899,2025-10-05T15:50:00.938829899,2025-10-05T15:50:10.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.429412285,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,20.311812282307848,15.100863512610685,12.499512376580627,11.545852223682848,25.34644163504924,80,0.07222222222222222
BASELINE_EC,POW,Band,14,145,140,150,10,2025-10-05T15:50:15.938829899,2025-10-05T15:50:10.938829899,2025-10-05T15:50:20.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.460633497,0.6321928095,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,22.99744925070875,17.425044339044817,14.813741728393415,12.205315737704318,27.306076957418185,80,0.07777777777777778
BASELINE_EC,POW,Band,15,155,150,160,10,2025-10-05T15:50:25.938829899,2025-10-05T15:50:20.938829899,2025-10-05T15:50:30.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.614466173,0.4741446071,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,19.777731038442532,18.746851925637245,8.050510644421456,14.207356074431406,24.967565541988787,80,0.08333333333333333
BASELINE_EC,POW,Band,16,165,160,170,10,2025-10-05T15:50:35.938829899,2025-10-05T15:50:30.938829899,2025-10-05T15:50:40.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.400182455,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,25.16249689884796,18.326733642877187,19.458886602264588,11.757933008819586,36.25761365233281,80,0.08888888888888889
BASELINE_EC,POW,Band,17,175,170,180,10,2025-10-05T15:50:45.938829899,2025-10-05T15:50:40.938829899,2025-10-05T15:50:50.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.516575509,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,16.85404133900338,12.903712182760625,11.913810721183813,8.54742257356399,22.38951764388858,80,0.09444444444444444
BASELINE_EC,POW,Band,18,185,180,190,10,2025-10-05T15:50:55.938829899,2025-10-05T15:50:50.938829899,2025-10-05T15:51:00.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.213855924,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,15.084192161997118,14.587284459738896,4.627645494407842,12.005610005996274,18.374718607576945,80,0.1
BASELINE_EC,POW,Band,19,195,190,200,10,2025-10-05T15:51:05.938829899,2025-10-05T15:51:00.938829899,2025-10-05T15:51:10.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.397703321,0.7112169107,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,21.690452964208212,13.075441788469846,17.219280068292285,10.679254800816606,31.003878841768778,80,0.10555555555555556
BASELINE_EC,POW,Band,20,205,200,210,10,2025-10-05T15:51:15.938829899,2025-10-05T15:51:10.938829899,2025-10-05T15:51:20.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.205496608,0.6321928095,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,18.529652274542304,16.63164983842615,8.213557222701015,13.216651876456151,21.567130132878916,80,0.1111111111111111
BASELINE_EC,POW,Band,21,215,210,220,10,2025-10-05T15:51:25.938829899,2025-10-05T15:51:20.938829899,2025-10-05T15:51:30.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.516176932,0.6321928095,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,34.36055462581248,32.96273819672905,18.61438002528847,17.710146676558086,44.78307589366206,80,0.11666666666666667
BASELINE_EC,POW,Band,22,225,220,230,10,2025-10-05T15:51:35.938829899,2025-10-05T15:51:30.938829899,2025-10-05T15:51:40.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.942234771,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,27.94419365854352,21.031422045397107,20.309381290506717,14.73863824037982,32.47065623137871,80,0.12222222222222222
BASELINE_EC,POW,Band,23,235,230,240,10,2025-10-05T15:51:45.938829899,2025-10-05T15:51:40.938829899,2025-10-05T15:51:50.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.35784961,0.7112169107,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,19.99605935254085,17.18870393082806,10.676921645424867,13.621928014440407,24.046768491854046,80,0.12777777777777777
BASELINE_EC,POW,Band,24,245,240,250,10,2025-10-05T15:51:55.938829899,2025-10-05T15:51:50.938829899,2025-10-05T15:52:00.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.831604724,0.7112169107,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,27.86942949863421,25.91609104728608,13.650405858813764,17.363080081968043,34.75953702497053,80,0.13333333333333333
BASELINE_EC,POW,Band,25,255,250,260,10,2025-10-05T15:52:05.938829899,2025-10-05T15:52:00.938829899,2025-10-05T15:52:10.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.175941272,0.7112169107,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,30.869475714707743,26.508612439841496,16.281733543360314,20.45157327735467,34.563948723331755,80,0.1388888888888889
BASELINE_EC,POW,Band,26,265,260,270,10,2025-10-05T15:52:15.938829899,2025-10-05T15:52:10.938829899,2025-10-05T15:52:20.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.176880095,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,26.733118117974264,24.86126881281939,9.994581431195957,18.88224442506759,33.24654919317827,80,0.14444444444444443
BASELINE_EC,POW,Band,27,275,270,280,10,2025-10-05T15:52:25.938829899,2025-10-05T15:52:20.938829899,2025-10-05T15:52:30.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,2.211912075,0.7112169107,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,16.577124589964022,15.283014371896591,7.467696381180683,10.519657525449894,22.137212758537757,80,0.15
BASELINE_EC,POW,Band,28,285,280,290,10,2025-10-05T15:52:35.938829899,2025-10-05T15:52:30.938829899,2025-10-05T15:52:40.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.985518556,0.7112169107,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,13.261569964114221,12.40367616883346,5.614003818383055,9.561925832659817,15.3014835050801,80,0.15555555555555556
BASELINE_EC,POW,Band,29,295,290,300,10,2025-10-05T15:52:45.938829899,2025-10-05T15:52:40.938829899,2025-10-05T15:52:50.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.942578006,0.6321928095,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,18.09517423881831,14.930521593870074,11.272756427430874,8.600475269905708,24.605895923055428,80,0.16111111111111112
BASELINE_EC,POW,Band,30,305,300,310,10,2025-10-05T15:52:55.938829899,2025-10-05T15:52:50.938829899,2025-10-05T15:53:00.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.935956575,0.5531687083,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,20.090034243862902,15.86907000041226,13.156757061382965,7.9754647460434365,28.596055758001675,80,0.16666666666666666
BASELINE_EC,POW,Band,31,315,310,320,10,2025-10-05T15:53:05.938829899,2025-10-05T15:53:00.938829899,2025-10-05T15:53:10.938829899,Theta,ALL_CHANNELS_MEDIAN,BandMedian.Theta,1.350376329,0.7112169107,80,8,64,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges,c(n)*log2(n)/n,within-window median,Median-binarised Kaspar-Schuster LZ76 complexity with asymptotic normalisation c(n)*log2(n)/n,Script18_Regionalised_L2_Native,17.776675571089743,16.038770559719104,8.60044847635681,11.442198792404081,23.125415578017552,80,0.17222222222222222
