Track,N_Matched,Matched_Progress_Min,Matched_Progress_Max,Baseline_Observed_Progress_Min,Baseline_Observed_Progress_Max,Modulation_Observed_Progress_Min,Modulation_Observed_Progress_Max,Baseline_Flux_Source,Modulation_Flux_Source,Direct_Window_Positions_Identical,Interpolation_Required,DeltaEntropy_Mean,DeltaEntropy_Median,DeltaEntropy_Q25,DeltaEntropy_Q75,DeltaLZC_Mean,DeltaLZC_Median,DeltaLZC_Q25,DeltaLZC_Q75,DeltaFlux_Mean,DeltaFlux_Median,DeltaFlux_Q25,DeltaFlux_Q75,Corr_DeltaEntropy_DeltaLZC,Corr_DeltaEntropy_DeltaFlux,Corr_DeltaLZC_DeltaFlux,N_Hplus_LZCminus_Fluxplus,N_Hplus_LZCminus_Fluxminus,Pct_Hplus_LZCminus,N_H-_LZC-_Flux-,N_H-_LZC-_Flux+,N_H-_LZC+_Flux-,N_H-_LZC+_Flux+,N_H+_LZC-_Flux-,N_H+_LZC-_Flux+,N_H+_LZC+_Flux-,N_H+_LZC+_Flux+,Band,Channel,Feature
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.637202437649172,-0.62310855,-1.0008348059999999,-0.23241350599999988,0.003077019057458582,0.0,-0.07902410120000003,0.07902410120000003,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,-0.1767040337986797,0.10395375685435344,0.038382107376656635,4,12,8.839779005524862,42,17,57,20,12,4,6,2,BetaH,C3,POW.C3.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.07297755755801136,-0.08407663900000006,-0.3866277969999965,0.2414718090000001,0.011351528348618752,0.0,-0.07902410120000003,0.07902410120000003,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,0.007862634127976937,0.35328573943134156,0.02074957869853214,17,19,19.88950276243094,28,4,41,11,19,17,24,9,BetaH,C4,POW.C4.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.6381133828950282,-0.6532739819999929,-1.019491496000001,-0.21929045800000058,0.0004324295745855958,0.0,-0.07902410120000003,0.07902410120000003,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,-0.060385081675137016,0.3581633676955972,0.07820920469843072,7,7,7.734806629834254,51,12,53,18,7,7,4,3,BetaH,CP1,POW.CP1.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.19693140769613307,-0.18810156900000052,-0.5519812399999999,0.126771368,0.004361804774585678,0.0,-0.07902410120000003,0.07902410120000003,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,-0.03048458524284995,0.3764977609499134,0.12329975255189063,13,18,17.12707182320442,36,5,44,7,18,13,18,11,BetaH,CP2,POW.CP2.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.9927548235745856,-0.9666894860000044,-1.3604172,-0.5772340589999994,-0.013534514569060728,0.0,-0.08355018959999999,0.07902410120000003,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,-0.026914692905844688,0.12187890342044719,0.06228219565248344,1,1,1.1049723756906078,59,22,51,19,1,1,1,0,BetaH,CP5,POW.CP5.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.4095337113480665,-0.40368253300000045,-0.7428360840000008,-0.045550835000002454,0.01178395792320439,0.0,-0.07902410120000003,0.07902410120000003,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,-0.0464042526137196,0.3488201592489617,0.035773342930752315,5,9,7.734806629834254,44,12,56,11,9,5,8,11,BetaH,CP6,POW.CP6.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.5236489887138124,-0.5157640620000001,-0.8125457620000001,-0.15851495000000204,0.01439520605027613,0.0,-0.07902410120000003,0.15804820229999839,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,-0.044068732057363086,0.3327624988948217,0.015377776071549387,7,8,8.287292817679559,48,14,57,17,8,7,7,4,BetaH,Cz,POW.Cz.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.5804207658729283,-0.5681126200000004,-0.9337903050000005,-0.24660399799999988,1.250300607725238e-05,0.0,-0.07902410120000003,0.07902410120000125,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,0.02953602539871932,0.23335081188802398,0.11799129885056252,4,6,5.524861878453039,57,14,47,18,6,4,5,3,BetaH,F3,POW.F3.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.14486379857458598,-0.08955408299999723,-0.4912912380000001,0.23224276699999002,0.004819240361326015,0.0,-0.07902410120000003,0.07902410120000003,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,-0.1330104906947489,0.2937035581042325,0.13587385641133462,10,22,17.679558011049725,35,8,34,12,22,10,18,9,BetaH,F4,POW.F4.BetaH
POW_Feature,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False,-0.5386868655193369,-0.544575934,-0.949536846,-0.15137470200000358,-0.008719441876795749,0.0,-0.07902410120000003,0.07902410120000003,-5.099788631830462,-4.734754845060504,-10.34247803699239,-0.2718717021076813,-0.14678937979053988,0.13179981788429673,0.012087854090267254,2,12,7.734806629834254,53,12,43,21,12,2,8,3,BetaH,F7,POW.F7.BetaH
