Track,Matched_Index,Progress_0_to_1,Baseline_Shannon_Entropy,Modulation_Shannon_Entropy,Delta_Shannon_Entropy_ModMinusBase,Baseline_Lempel_Ziv_Complexity,Modulation_Lempel_Ziv_Complexity,Delta_Lempel_Ziv_Complexity_ModMinusBase,Baseline_RegionalFlux_L2_per_s,Modulation_RegionalFlux_L2_per_s,Delta_RegionalFlux_L2_ModMinusBase,Matched_Progress_Min,Matched_Progress_Max,Baseline_Observed_Progress_Min,Baseline_Observed_Progress_Max,Modulation_Observed_Progress_Min,Modulation_Observed_Progress_Max,Baseline_Flux_Source,Modulation_Flux_Source,Direct_Window_Positions_Identical,Interpolation_Required
RAW_ChannelMedian,0,0.0,0.91429982625,1.864562151,0.9502623247499999,0.154739244,0.23210886595,0.07736962195,2.041932811010036,3.6084741577905786,1.5665413467805425,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,1,0.005555555555555556,1.8366696705,1.46012326,-0.37654641050000004,0.3803460219,0.42457230355,0.04422628164999998,14.28676292811834,4.9894685416443325,-9.297294386474007,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,2,0.011111111111111112,1.192640366,1.278225043,0.08558467699999994,0.163637242,0.2874708305,0.12383358850000001,3.1526608772301685,5.973053346792758,2.8203924695625897,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,3,0.016666666666666666,1.3152853995,1.328690511,0.013405111500000011,0.4223609895,0.45331938660000004,0.030958397100000035,15.187898281490778,14.778952057820405,-0.40894622367037314,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,4,0.022222222222222223,1.6096449745,1.300364195,-0.3092807795000001,0.3603213824,0.47748109565,0.11715971325000002,12.450344489997683,12.118671518352073,-0.3316729716456095,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,5,0.02777777777777778,1.445768852,1.5258535459999998,0.08008469399999973,0.50860223865,0.33833105440000005,-0.17027118424999993,13.465221202175618,14.429111649654692,0.9638904474790735,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,6,0.03333333333333333,1.4231188129999999,1.0337128385,-0.3894059744999998,0.48206646965,0.4245723036,-0.05749416605000002,14.897682985621952,5.388584836362053,-9.509098149259898,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,7,0.03888888888888889,1.370075762,1.643227942,0.2731521800000001,0.517447495,0.26314637565,-0.25430111935,11.47649930961039,4.722635341739483,-6.753863967870906,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,8,0.044444444444444446,1.34646669,1.1681636775,-0.17830301250000002,0.5130248668,0.47543252739999997,-0.03759233940000006,13.201001931317794,4.8429463189740245,-8.358055612343769,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
RAW_ChannelMedian,9,0.05,1.984921731,2.1301657665000002,0.1452440355000002,0.43769100434999997,0.01326336377,-0.42442764058,16.02770097119073,0.3452402312220454,-15.682460739968684,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_Native,Script18_Regionalised_L2_Native,True,False
