Metric,Band,Envelope_Band,N_Edges,Mean_Baseline,Mean_Modulation,Mean_Delta,Median_Delta,Mean_Abs_Delta,Max_Abs_Delta
Band-Power Envelope Coherence Change,Theta,Fast,496,0.36594103227354335,0.1689480238771342,-0.19699300839640915,-0.2166937977056156,0.24950250788275805,0.6449825683583188
Band-Power Envelope Coherence Change,Theta,Medium,496,0.365921590215495,0.16891952788965156,-0.19700206232584347,-0.21665401647896304,0.24949779566701472,0.6449463904171682
Band-Power Envelope Coherence Change,Theta,Slow,496,0.3693003415202855,0.16825364593061615,-0.20104669558966942,-0.22385619133123769,0.2540153744376146,0.6487585926145096
Band-Power Envelope Coherence Change,Theta,UltraSlow,496,0.3514137234348492,0.16712710111627413,-0.18428662231857512,-0.19653386666698308,0.23226426861885383,0.6283281670360921
