Metric,Band,Envelope_Band,N_Edges,Mean_Baseline,Mean_Modulation,Mean_Delta,Median_Delta,Mean_Abs_Delta,Max_Abs_Delta
Raw EEG Band-Limited Coherence Change,Alpha,,496,0.4185382523397904,0.3590091379096987,-0.05952911443009175,-0.05014277835200512,0.12104915063486406,0.5596017208242882
Raw EEG Band-Limited Coherence Change,BetaH,,496,0.39068665941804864,0.25015775045466665,-0.14052890896338202,-0.1328029435837959,0.15303666143637715,0.4558268847968565
Raw EEG Band-Limited Coherence Change,BetaL,,496,0.4460311325681113,0.27910281981511514,-0.16692831275299616,-0.17070596550430983,0.18492170951118092,0.4833115450722291
Raw EEG Band-Limited Coherence Change,Gamma,,496,0.2632467195748682,0.11428431827137837,-0.14896240130348987,-0.14415781765499244,0.14970240800643142,0.35034195256894674
Raw EEG Band-Limited Coherence Change,Theta,,496,0.46423567422342066,0.2893127888226309,-0.17492288540078976,-0.18356521005482493,0.1853340675145225,0.4248501710268532
