Metric,Band,Envelope_Band,Channel_A,Channel_B,Baseline,Modulation,Delta,Abs_Delta,Percent_Change
Raw EEG Phase-Locking Value Change,Theta,,FC1,P8,0.4241285597584622,0.27482490227677103,-0.14930365748169117,0.14930365748169117,-35.20245313513393
Raw EEG Phase-Locking Value Change,Theta,,FC1,O1,0.554767725285032,0.1736347700122647,-0.38113295527276736,0.38113295527276736,-68.70135696465515
Raw EEG Phase-Locking Value Change,Theta,,FC1,Oz,0.5694889985378536,0.21939202169090316,-0.35009697684695046,0.35009697684695046,-61.47563477886566
Raw EEG Phase-Locking Value Change,Theta,,FC1,O2,0.5494516180850725,0.21850431561060432,-0.33094730247446813,0.33094730247446813,-60.23229190367531
Raw EEG Phase-Locking Value Change,Theta,,FC1,PO9,0.26480990032150575,0.3382242281159197,0.07341432779441392,0.07341432779441392,27.723407510550615
Raw EEG Phase-Locking Value Change,Theta,,FC1,PO10,0.3821269801605739,0.06382956773026491,-0.31829741243030896,0.31829741243030896,-83.29624155210315
Raw EEG Phase-Locking Value Change,Theta,,FC2,FC5,0.8016982062844836,0.6156018067420524,-0.18609639954243118,0.18609639954243118,-23.21277484265627
Raw EEG Phase-Locking Value Change,Theta,,FC2,FC6,0.872475627888215,0.7919610380345389,-0.0805145898536761,0.0805145898536761,-9.228291000925466
Raw EEG Phase-Locking Value Change,Theta,,FC2,C3,0.830500557780924,0.675908870769477,-0.154591687011447,0.154591687011447,-18.61427852914536
Raw EEG Phase-Locking Value Change,Theta,,FC2,Cz,0.8684845210902008,0.847015822985835,-0.021468698104365802,0.021468698104365802,-2.4719724512091865
Raw EEG Phase-Locking Value Change,Theta,,FC2,C4,0.8918549699552005,0.8016459508352939,-0.09020901911990664,0.09020901911990664,-10.11476329211217
