Metric,Band,Envelope_Band,N_Edges,Mean_Baseline,Mean_Modulation,Mean_Delta,Median_Delta,Mean_Abs_Delta,Max_Abs_Delta
Band-Power Envelope Coherence Change,BetaH,Fast,496,0.2786234221821592,0.15367928540846665,-0.12494413677369254,-0.09198131339835972,0.15080040132145556,0.6776286593750193
Band-Power Envelope Coherence Change,BetaH,Medium,496,0.27860487018775376,0.15366159829939208,-0.12494327188836163,-0.09204005975489452,0.150762137528929,0.6775803672460885
Band-Power Envelope Coherence Change,BetaH,Slow,496,0.2801809187819402,0.15434317064957162,-0.12583774813236853,-0.09264311667769232,0.15360675823942824,0.6828828830135475
Band-Power Envelope Coherence Change,BetaH,UltraSlow,496,0.2682674345164577,0.1476841589954725,-0.12058327552098516,-0.08894823350517514,0.13484707579709657,0.6481929460328227
