Metric,Band,Envelope_Band,N_Edges,Mean_Baseline,Mean_Modulation,Mean_Delta,Median_Delta,Mean_Abs_Delta,Max_Abs_Delta
Band-Power Envelope Coherence Change,BetaL,Fast,496,0.31668655108884736,0.16131195878041515,-0.15537459230843217,-0.10479091884903326,0.16150955027193134,0.6770337027194869
Band-Power Envelope Coherence Change,BetaL,Medium,496,0.3166910313229522,0.1613094195819354,-0.1553816117410168,-0.10487020856757281,0.16151087920258256,0.6769846541230857
Band-Power Envelope Coherence Change,BetaL,Slow,496,0.31814624273365083,0.16158419426354273,-0.1565620484701081,-0.10499197236504287,0.16322251137322102,0.6824887406907898
Band-Power Envelope Coherence Change,BetaL,UltraSlow,496,0.3105799910767196,0.15929150154899066,-0.15128848952772891,-0.10854830229145615,0.15548271767924385,0.6462979942175892
