Source_File,Dataset,Metric,Band,Envelope_Band,N_Edges,Mean,Median,SD,Min,P10,P25,P75,P90,Max,Mean_Baseline,Mean_Modulation,Mean_Delta,Median_Delta,Mean_Abs_Delta,Max_Abs_Delta
BASELINE_EC__POW_Gamma__Envelope_Coherence_Summary.csv,BASELINE_EC,Band-Power Envelope Coherence,Gamma,Slow,496,0.1217813448877328,0.0668883907386046,0.1346129263561236,0.0015475702337233,0.0108158456381187,0.0220946273446965,0.1796680892294767,0.327646642526639,0.6379729036125809,,,,,,
BASELINE_EC__POW_Gamma__Envelope_Coherence_Summary.csv,BASELINE_EC,Band-Power Envelope Coherence,Gamma,UltraSlow,496,0.1168713604717452,0.0632149209422349,0.132921833770769,0.0011131792478383,0.009134330564936,0.0198299663201195,0.1695952008155609,0.3129813690061466,0.6300900917663953,,,,,,
BASELINE_EC__POW_Theta__Envelope_Coherence_Summary.csv,BASELINE_EC,Band-Power Envelope Coherence,Theta,Fast,496,0.3659410322735433,0.3583668486515503,0.1680776376826141,0.0646655434227485,0.1693723773093775,0.2245471014240523,0.4716759422537496,0.5943472872266194,0.9155287158228812,,,,,,
BASELINE_EC__POW_Theta__Envelope_Coherence_Summary.csv,BASELINE_EC,Band-Power Envelope Coherence,Theta,Medium,496,0.365921590215495,0.3583299326619718,0.168073313962001,0.0646780436858275,0.169334918182597,0.2245308015627018,0.471646663522721,0.5942938167623646,0.9155304058461196,,,,,,
BASELINE_EC__POW_Theta__Envelope_Coherence_Summary.csv,BASELINE_EC,Band-Power Envelope Coherence,Theta,Slow,496,0.3693003415202855,0.3614058293477831,0.168025794631517,0.0635714290131766,0.174177379275905,0.2284680611485888,0.4724821701669456,0.5954207281234618,0.916100489684764,,,,,,
BASELINE_EC__POW_Theta__Envelope_Coherence_Summary.csv,BASELINE_EC,Band-Power Envelope Coherence,Theta,UltraSlow,496,0.3514137234348492,0.336590375084707,0.1728753461918121,0.0597272944342289,0.1495307553262592,0.2058577618692857,0.4529441409619404,0.5945495844588147,0.9103044893471968,,,,,,
BASELINE_EC__RawEEG_Coherence_Summary.csv,BASELINE_EC,Raw EEG Band-Limited Coherence,Alpha,,496,0.4185382523397904,0.3665437189020525,0.279311745915029,0.0477920624656277,0.1117761542828729,0.1564346450560823,0.6461102258544322,0.8471922792635412,0.9868018334122184,,,,,,
BASELINE_EC__RawEEG_Coherence_Summary.csv,BASELINE_EC,Raw EEG Band-Limited Coherence,BetaH,,496,0.3906866594180486,0.3751519677682064,0.2520786664850127,0.0111826853573103,0.0723512017913458,0.1577269500625413,0.5875844169278912,0.7694568641382012,0.9515397934932762,,,,,,
BASELINE_EC__RawEEG_Coherence_Summary.csv,BASELINE_EC,Raw EEG Band-Limited Coherence,BetaL,,496,0.4460311325681113,0.4304476201260143,0.2705953991669431,0.0033808536735337,0.0833343208829711,0.2028714766846818,0.6743398219698837,0.8271880876905611,0.9645943904661538,,,,,,
BASELINE_EC__RawEEG_Coherence_Summary.csv,BASELINE_EC,Raw EEG Band-Limited Coherence,Gamma,,496,0.2632467195748682,0.2448903327109749,0.1570015484254734,0.0184855239309139,0.0763909004269579,0.1445496060459804,0.3720462329569289,0.4691956384510052,0.7217167001980747,,,,,,
