Metric,Band,Envelope_Band,N_Edges,Mean_Baseline,Mean_Modulation,Mean_Delta,Median_Delta,Mean_Abs_Delta,Max_Abs_Delta
Raw EEG Phase-Locking Value Change,Alpha,,496,0.5088748340399815,0.4464569037117781,-0.062417930328203364,-0.07009104686606094,0.1413573951700201,0.5917284782202861
Raw EEG Phase-Locking Value Change,BetaH,,496,0.5029789930721594,0.36715261949830114,-0.13582637357385818,-0.1394399987758426,0.162486595221203,0.4835854865509516
Raw EEG Phase-Locking Value Change,BetaL,,496,0.5316699721592447,0.3842373588206524,-0.1474326133385923,-0.1542089866443718,0.1781079958439763,0.48800423122445724
Raw EEG Phase-Locking Value Change,Gamma,,496,0.4167411907184316,0.25793081087416986,-0.15881037984426172,-0.15352119949644338,0.16077959618407267,0.37970129729419716
Raw EEG Phase-Locking Value Change,Theta,,496,0.5708677544854956,0.39150917128346874,-0.17935858320202697,-0.18656733143632556,0.19362370577614504,0.47308452409960555
