Metric,Band,Envelope_Band,Channel_A,Channel_B,Baseline,Modulation,Delta,Abs_Delta,Percent_Change
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,O2,0.00889385246521305,0.004516797803358525,-0.004377054661854524,0.004377054661854524,-49.214383519118485
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,PO10,0.03236288153358307,0.0026032401490871026,-0.029759641384495966,0.029759641384495966,-91.95609282694524
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,P8,0.031288515785592635,0.018189933521454957,-0.013098582264137678,0.013098582264137678,-41.863865815486065
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,P4,0.026364604602736666,0.08871169711896454,0.06234709251622787,0.06234709251622787,236.48028656479906
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,CP2,0.03558915703521239,0.24546016845240606,0.20987101141719366,0.20987101141719366,589.7049239169797
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,CP6,0.10889143762833921,0.13552944716522358,0.026638009536884374,0.026638009536884374,24.46290554800406
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,T8,0.15667110131115516,0.13947285930527709,-0.01719824200587808,0.01719824200587808,-10.97729055451118
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,FT10,0.12643783688401408,0.050867858335253376,-0.07556997854876071,0.07556997854876071,-59.76848419044351
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,FC6,0.4806229837651349,0.3720273051709253,-0.1085956785942096,0.1085956785942096,-22.59477433715006
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,C4,0.5496291861799397,0.44961790450046313,-0.1000112816794766,0.1000112816794766,-18.19613735845798
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,FC2,0.7883443918771832,0.756080178377811,-0.03226421349937214,0.03226421349937214,-4.092654661060696
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,F4,0.5416943734104698,0.5114912795122669,-0.03020309389820286,0.03020309389820286,-5.575670595957329
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,F8,0.25768025607435935,0.17348846122059405,-0.0841917948537653,0.0841917948537653,-32.672970811341436
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Cz,Fp2,0.3490365216523161,0.29197862200763874,-0.057057899644677335,0.057057899644677335,-16.34725769514576
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,Fp1,0.7788532797844319,0.7471211006130603,-0.03173217917137161,0.03173217917137161,-4.074217827028259
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,F7,0.7558671504795256,0.6421425487519735,-0.11372460172755205,0.11372460172755205,-15.045580649377957
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,F3,0.931989379734874,0.9351570639045449,0.003167684169670948,0.003167684169670948,0.33988414874127315
