Time,v_l2_regional
2025-10-09 15:29:43.947309971,1.8489738538035099
2025-10-09 15:29:44.072200060,2.3168678858320764
2025-10-09 15:29:44.197190046,2.698152441228582
2025-10-09 15:29:44.322079897,2.642600789562623
2025-10-09 15:29:44.447069883,2.234533048315967
2025-10-09 15:29:44.572060108,1.7340434458785916
2025-10-09 15:29:44.697050095,1.4766534085240692
2025-10-09 15:29:44.821939945,1.7900950340120212
2025-10-09 15:29:44.947030067,2.014856743400445
2025-10-09 15:29:45.071919918,2.0508277341083527
2025-10-09 15:29:45.197010040,2.1461318477302944
2025-10-09 15:29:45.322000027,2.4861844996451903
2025-10-09 15:29:45.447089911,2.5320184756957733
2025-10-09 15:29:45.571980000,2.233893253197431
2025-10-09 15:29:45.696969986,1.814458028601378
2025-10-09 15:29:45.821959972,1.6719618101195521
2025-10-09 15:29:45.946949959,1.8803528338993987
2025-10-09 15:29:46.071939945,1.7024140394326819
2025-10-09 15:29:46.197040081,1.241911752550478
2025-10-09 15:29:46.321929932,1.100466355428461
2025-10-09 15:29:46.447020054,1.3307390347307961
2025-10-09 15:29:46.572010040,1.7770606001957976
2025-10-09 15:29:46.697000027,2.108465343327582
2025-10-09 15:29:46.821990013,2.180798247182268
2025-10-09 15:29:46.947079897,2.057526232277671
2025-10-09 15:29:47.071969986,1.7681247656219004
2025-10-09 15:29:47.197060108,1.3902297844956244
2025-10-09 15:29:47.322050095,1.1498641780948524
2025-10-09 15:29:47.447149992,1.0719712277420275
2025-10-09 15:29:47.571939945,1.0270336315945305
2025-10-09 15:29:47.696929932,0.8268615632593826
2025-10-09 15:29:47.821919918,0.43333174580452805
2025-10-09 15:29:47.946909904,0.6255884881455619
2025-10-09 15:29:48.071899891,0.7914890757393624
2025-10-09 15:29:48.196990013,0.8548234164052538
2025-10-09 15:29:48.321990013,0.8039082793965056
2025-10-09 15:29:48.446870089,0.1681966172699946
2025-10-09 15:29:48.571969986,0.2003748646898023
2025-10-09 15:29:48.696959972,0.20415139038123925
2025-10-09 15:29:48.821949959,0.1808235085101462
2025-10-09 15:29:48.946939945,0.17886721504858452
2025-10-09 15:29:49.071929932,0.1828352507406034
2025-10-09 15:29:49.196919918,0.18283187210914698
2025-10-09 15:29:49.321919918,0.1826867697356937
2025-10-09 15:29:49.446909904,0.18361654575151132
2025-10-09 15:29:49.571899891,0.18043296286853264
2025-10-09 15:29:49.696890116,0.15766440227526715
2025-10-09 15:29:49.821880102,0.15289058070727585
2025-10-09 15:29:49.946870089,0.15939944563035063
2025-10-09 15:29:50.071860075,0.18246133172600407
2025-10-09 15:29:50.196850061,0.18841173266101222
2025-10-09 15:29:50.321840048,0.20651215033046372
2025-10-09 15:29:50.446830034,0.21401607831898709
2025-10-09 15:29:50.571820021,0.34247519452948105
2025-10-09 15:29:50.696810007,0.212903185219628
2025-10-09 15:29:50.821810007,0.21360529638840342
2025-10-09 15:29:50.946899891,0.8232213165314358
2025-10-09 15:29:51.071890116,0.8791592450668421
2025-10-09 15:29:51.196680069,0.7746773953974325
2025-10-09 15:29:51.321670055,0.6561744427694132
2025-10-09 15:29:51.446660042,0.468714526872701
2025-10-09 15:29:51.571660042,0.38442012571891965
2025-10-09 15:29:51.696650028,0.21010818843156467
2025-10-09 15:29:51.821640015,0.20972929155678455
2025-10-09 15:29:51.946630001,0.208391008770468
2025-10-09 15:29:52.071619987,0.20701898179431097
2025-10-09 15:29:52.196609974,0.20757753599936976
2025-10-09 15:29:52.321599960,0.20457073619127877
2025-10-09 15:29:52.446589947,0.20456472940796255
2025-10-09 15:29:52.571579933,0.20179718324617069
2025-10-09 15:29:52.696470022,0.19886621038924743
2025-10-09 15:29:52.821460009,0.19449478343319485
2025-10-09 15:29:52.946350098,0.1936736356503979
2025-10-09 15:29:53.071340084,0.19382211429089258
2025-10-09 15:29:53.196330070,0.1939373190604134
2025-10-09 15:29:53.321320057,0.1939909644329833
2025-10-09 15:29:53.446310043,0.19409421224444065
2025-10-09 15:29:53.571300030,0.1940821923177456
2025-10-09 15:29:53.696290016,0.1944571898694981
2025-10-09 15:29:53.821379900,0.1959417784111136
2025-10-09 15:29:53.946369886,0.196803696057193
2025-10-09 15:29:54.071360111,0.7816298919093679
2025-10-09 15:29:54.196350098,0.5762643616028149
2025-10-09 15:29:54.321340084,0.6763292028302492
2025-10-09 15:29:54.446330070,0.8071785926995956
2025-10-09 15:29:54.571419954,0.897757526868614
2025-10-09 15:29:54.696409941,0.7271310140724297
2025-10-09 15:29:54.821399927,0.5445516728952359
2025-10-09 15:29:54.946389914,0.41492063601910667
2025-10-09 15:29:55.071379900,0.3840741954945033
2025-10-09 15:29:55.196369886,0.503102420666508
2025-10-09 15:29:55.321369886,0.614031845934313
2025-10-09 15:29:55.446259975,0.4991044607214006
2025-10-09 15:29:55.571350098,0.3935009839952754
2025-10-09 15:29:55.696340084,0.353890420409341
2025-10-09 15:29:55.821229935,0.4967214358556514
2025-10-09 15:29:55.946219921,0.5476131102566848
2025-10-09 15:29:56.071209908,0.5633847516555627
2025-10-09 15:29:56.196199894,0.5705240690610693
2025-10-09 15:29:56.321290016,0.5349674182284376
2025-10-09 15:29:56.446280003,0.4846565237939132
2025-10-09 15:29:56.571280003,0.41802835494945795
2025-10-09 15:29:56.696269989,0.4430837792184454
2025-10-09 15:29:56.821259975,0.5357850317335768
2025-10-09 15:29:56.946249962,0.5342810018847761
2025-10-09 15:29:57.071239948,0.5079235955980486
2025-10-09 15:29:57.196229935,0.59415359303298
2025-10-09 15:29:57.321219921,0.7531782017859386
2025-10-09 15:29:57.446209908,0.8428411345729693
