Time,dt_s,step_distance_l2_regional,v_l2_regional_per_s
2025-10-05 15:47:51.063610077,0.124780178,1.0337015450108171,8.284180721482999
2025-10-05 15:47:51.188699961,0.125089884,1.1775708339729503,9.41379747360666
2025-10-05 15:47:51.313689947,0.124989986,1.1489713800446686,9.192507470515826
2025-10-05 15:47:51.438770056,0.125080109,1.088232570575334,8.700284795685091
2025-10-05 15:47:51.563560009,0.124789953,0.9795630490723918,7.849694831381111
2025-10-05 15:47:51.688640118,0.125080109,0.9741101963528046,7.787890529842795
2025-10-05 15:47:51.813529968,0.12488985,0.8077019409932417,6.4673145255058095
2025-10-05 15:47:51.938620090,0.125090122,0.8632367991542061,6.900918996259402
2025-10-05 15:47:52.063600063,0.124979973,0.8574004455709427,6.860302694824096
2025-10-05 15:47:52.188689947,0.125089884,0.7875495075957135,6.2958688777400535
2025-10-05 15:47:52.313570023,0.124880076,0.6366293216694069,5.09792548227955
2025-10-05 15:47:52.438659906,0.125089883,0.39605569988512995,3.166168920992035
2025-10-05 15:47:52.563640118,0.124980212,0.2554287612612905,2.0437536244640913
2025-10-05 15:47:52.688730001,0.125089883,0.2558149727937692,2.045049261048307
2025-10-05 15:47:52.813610077,0.124880076,0.25553022145690907,2.0462048842515843
2025-10-05 15:47:52.938699961,0.125089884,0.2555978005670736,2.0433131152881523
2025-10-05 15:47:53.063590049,0.124890088,0.27416121059293286,2.195219932849538
2025-10-05 15:47:53.188669920,0.125079871,0.27826514925059753,2.224699682098309
2025-10-05 15:47:53.313560009,0.124890089,0.2793253765386832,2.2365696011208964
2025-10-05 15:47:53.438750029,0.12519002,0.2720141184186868,2.172809928608421
2025-10-05 15:47:53.563529968,0.124779939,0.2579097514895279,2.066916794129286
2025-10-05 15:47:53.688620090,0.125090122,0.2479123762746625,1.9818701293988865
2025-10-05 15:47:53.813509941,0.124889851,0.24633994254969988,1.9724576543029095
2025-10-05 15:47:53.938590050,0.125080109,0.25369772641706284,2.028281942231621
2025-10-05 15:47:54.063580036,0.124989986,0.2549490709754187,2.0397559767341575
2025-10-05 15:47:54.188659906,0.12507987,0.2551324120018687,2.0397559735380977
2025-10-05 15:47:54.313549995,0.124890089,0.2547453046887131,2.0397559704574566
2025-10-05 15:47:54.438640118,0.125090123,0.25460510781271667,2.035373390852903
2025-10-05 15:47:54.563519955,0.124879837,0.25708471852459924,2.0586567431586196
2025-10-05 15:47:54.688610077,0.125090122,0.25570703218119706,2.0441824509628113
2025-10-05 15:47:54.813499928,0.124889851,0.2531027954935423,2.026608194876798
2025-10-05 15:47:54.938580036,0.125080108,0.25348837396960855,2.026608211512006
2025-10-05 15:47:55.063469887,0.124889851,0.2477812535779458,1.9839983120641709
