Time,dt_s,step_distance_cos_regional,v_cos_regional_per_s
2025-10-09 15:29:43.947309971,0.124989987,0.0012507535009030901,0.010006829594302543
2025-10-09 15:29:44.072200060,0.124890089,0.0018515180991200975,0.014825180396180977
2025-10-09 15:29:44.197190046,0.124989986,0.004725473446579809,0.037806816352310084
2025-10-09 15:29:44.322079897,0.124889851,0.00904351308982787,0.0724119135175193
2025-10-09 15:29:44.447069883,0.124989986,0.009619762789768505,0.07696426807959243
2025-10-09 15:29:44.572060108,0.124990225,0.006065417936240491,0.04852713831213994
2025-10-09 15:29:44.697050095,0.124989987,0.0023420717288389348,0.018738074825457297
2025-10-09 15:29:44.821939945,0.12488985,0.001585620135575505,0.012696148931042076
2025-10-09 15:29:44.947030067,0.125090122,0.0032939864134736707,0.026332905914614672
2025-10-09 15:29:45.071919918,0.124889851,0.004801002199611992,0.038441892284842204
2025-10-09 15:29:45.197010040,0.125090122,0.005722928140461936,0.04575044015435476
2025-10-09 15:29:45.322000027,0.124989987,0.007192799334743816,0.05754700442319284
2025-10-09 15:29:45.447089911,0.125089884,0.005872021336328137,0.046942415713872886
2025-10-09 15:29:45.571980000,0.124890089,0.004882628183495719,0.039095401585435
2025-10-09 15:29:45.696969986,0.124989986,0.005229925259233048,0.0418427541805873
2025-10-09 15:29:45.821959972,0.124989986,0.005911423081058409,0.047295173559411464
2025-10-09 15:29:45.946949959,0.124989987,0.005460170980655099,0.04368486717784121
2025-10-09 15:29:46.071939945,0.124989986,0.0038077562749944116,0.030464490771239958
2025-10-09 15:29:46.197040081,0.125100136,0.002484061391428316,0.01985658426005481
2025-10-09 15:29:46.321929932,0.124889851,0.0015707268270921393,0.012576897278003313
2025-10-09 15:29:46.447020054,0.125090122,0.0007353730858356,0.005878746251727215
2025-10-09 15:29:46.572010040,0.124989986,0.0015424263392783688,0.01234039932829794
2025-10-09 15:29:46.697000027,0.124989987,0.003721905420746907,0.02977762867314249
2025-10-09 15:29:46.821990013,0.124989986,0.007309725789661492,0.058482491466648315
2025-10-09 15:29:46.947079897,0.125089884,0.01143808265024615,0.09143891004204745
2025-10-09 15:29:47.071969986,0.124890089,0.01282313726055151,0.10267537931333774
2025-10-09 15:29:47.197060108,0.125090122,0.011933230083608137,0.09539706167692552
2025-10-09 15:29:47.322050095,0.124989987,0.011207940935407001,0.08967071046584717
2025-10-09 15:29:47.447149992,0.125099897,0.011243408230791951,0.08987543955205617
2025-10-09 15:29:47.571939945,0.124789953,0.008291812107626195,0.06644615137907933
2025-10-09 15:29:47.696929932,0.124989987,0.004080822010224416,0.03264919141262425
2025-10-09 15:29:47.821919918,0.124989986,0.0012665743305113608,0.010133406451548534
2025-10-09 15:29:47.946909904,0.124989986,0.002889745672661981,0.0231198175561199
2025-10-09 15:29:48.071899891,0.124989987,0.004720782211340202,0.03776928316137998
2025-10-09 15:29:48.196990013,0.125090122,0.005928296169095515,0.04739220071346253
2025-10-09 15:29:48.321990013,0.125,0.0037737865952732763,0.03019029276218621
2025-10-09 15:29:48.446870089,0.124880076,0.00014432367079997288,0.0011556981339439036
2025-10-09 15:29:48.571969986,0.125099897,0.00024960921551320236,0.0019952791448997146
2025-10-09 15:29:48.696959972,0.124989986,0.00027326164129681807,0.0021862682766987276
2025-10-09 15:29:48.821949959,0.124989987,0.0002034452126166153,0.0016276920855797458
2025-10-09 15:29:48.946939945,0.124989986,0.00020114030100859548,0.0016092513284111855
2025-10-09 15:29:49.071929932,0.124989987,0.0002211591032039717,0.0017694145628159134
2025-10-09 15:29:49.196919918,0.124989986,0.00023054982891512754,0.0018445464016223472
2025-10-09 15:29:49.321919918,0.125,0.0002439379957571708,0.0019515039660573663
2025-10-09 15:29:49.446909904,0.124989986,0.0002500096577947586,0.0020002375053851003
2025-10-09 15:29:49.571899891,0.124989987,0.0002425889535516701,0.0019408670996315096
2025-10-09 15:29:49.696890116,0.124990225,0.00018671995644692352,0.0014938764727155545
2025-10-09 15:29:49.821880102,0.124989986,0.0002016081327228525,0.001612994281980738
2025-10-09 15:29:49.946870089,0.124989987,0.00022263608741446284,0.0017812313830744126
2025-10-09 15:29:50.071860075,0.124989986,0.0002925756109841693,0.0023407924134351793
2025-10-09 15:29:50.196850061,0.124989986,0.00031932148577407116,0.0025547765544518997
2025-10-09 15:29:50.321840048,0.124989987,0.00037846397693319656,0.0030279543667221646
2025-10-09 15:29:50.446830034,0.124989986,0.0004235633350901935,0.0033887781625177036
2025-10-09 15:29:50.571820021,0.124989987,0.0010889232919214509,0.008712084208165018
2025-10-09 15:29:50.696810007,0.124989986,0.00045487679937084025,0.003639305947044752
2025-10-09 15:29:50.821810007,0.125,0.0004647533934185599,0.0037180271473484794
2025-10-09 15:29:50.946899891,0.125089884,0.0028574596480583914,0.022843251242109962
2025-10-09 15:29:51.071890116,0.124990225,0.00273874936604368,0.021911708423948194
2025-10-09 15:29:51.196680069,0.124789953,0.004715142248878812,0.03778463037708502
2025-10-09 15:29:51.321670055,0.124989986,0.005802157118016904,0.046420975821350234
2025-10-09 15:29:51.446660042,0.124989987,0.005079306601114553,0.04063770805188221
2025-10-09 15:29:51.571660042,0.125,0.00402488138895174,0.03219905111161392
2025-10-09 15:29:51.696650028,0.124989986,0.0006529404242566761,0.00522394189448646
2025-10-09 15:29:51.821640015,0.124989987,0.0005739743398102126,0.004592162569072134
2025-10-09 15:29:51.946630001,0.124989986,0.0004921531513213395,0.003937540654827655
2025-10-09 15:29:52.071619987,0.124989986,0.0004274978033705912,0.0034202564305478938
2025-10-09 15:29:52.196609974,0.124989987,0.00037983114248174576,0.0030388925673041777
2025-10-09 15:29:52.321599960,0.124989986,0.0003304009538874775,0.00264341940071485
2025-10-09 15:29:52.446589947,0.124989987,0.00029179664094813873,0.002334560135190179
2025-10-09 15:29:52.571579933,0.124989986,0.00028566225480497476,0.0022854811329043176
2025-10-09 15:29:52.696470022,0.124890089,0.00026662210226757743,0.002134853969617857
2025-10-09 15:29:52.821460009,0.124989987,0.00023550516668746635,0.0018841922648369133
2025-10-09 15:29:52.946350098,0.124890089,0.0002044002266129441,0.001636640891599846
2025-10-09 15:29:53.071340084,0.124989986,0.00018440644749306845,0.0014753697747679438
2025-10-09 15:29:53.196330070,0.124989986,0.00016851755027713633,0.0013482484130939605
2025-10-09 15:29:53.321320057,0.124989987,0.00015185773488402,0.0012149592021640902
2025-10-09 15:29:53.446310043,0.124989986,0.000133683124609707,0.00106955068072179
2025-10-09 15:29:53.571300030,0.124989987,0.00012540134225624833,0.001003291105680716
2025-10-09 15:29:53.696290016,0.124989986,0.00012303216178655152,0.0009843361514301756
2025-10-09 15:29:53.821379900,0.125089884,0.00011240213633445517,0.0008985709534629927
2025-10-09 15:29:53.946369886,0.124989986,0.00010252940194765969,0.0008203009315295043
2025-10-09 15:29:54.071360111,0.124990225,0.005887587307172981,0.04710438202005782
2025-10-09 15:29:54.196350098,0.124989987,0.0027339979099572087,0.021873735453362426
2025-10-09 15:29:54.321340084,0.124989986,0.002366818369547885,0.018936063962339232
2025-10-09 15:29:54.446330070,0.124989986,0.0024901603517435422,0.01992287887562082
2025-10-09 15:29:54.571419954,0.125089884,0.002933758115648444,0.02345320038547996
2025-10-09 15:29:54.696409941,0.124989987,0.0033185839365440506,0.02655079831750083
2025-10-09 15:29:54.821399927,0.124989986,0.005143521578568566,0.041151469355061504
2025-10-09 15:29:54.946389914,0.124989987,0.005309105134885694,0.04247624359610258
