Track,Matched_Index,Progress_0_to_1,Baseline_Shannon_Entropy,Modulation_Shannon_Entropy,Delta_Shannon_Entropy_ModMinusBase,Baseline_Lempel_Ziv_Complexity,Modulation_Lempel_Ziv_Complexity,Delta_Lempel_Ziv_Complexity_ModMinusBase,Baseline_RegionalFlux_L2_per_s,Modulation_RegionalFlux_L2_per_s,Delta_RegionalFlux_L2_ModMinusBase,Matched_Progress_Min,Matched_Progress_Max,Baseline_Observed_Progress_Min,Baseline_Observed_Progress_Max,Modulation_Observed_Progress_Min,Modulation_Observed_Progress_Max,Baseline_Flux_Source,Modulation_Flux_Source,Direct_Window_Positions_Identical,Interpolation_Required,Channel
RAW_Channel_BaselineStandardisedFlux,84,0.4666666666666667,1.108434991,0.998787098,-0.109647893,0.5218701231,0.4863233382,-0.03554678490000002,9.906276087648521,5.958272570441086,-3.948003517207435,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,85,0.47222222222222227,1.0706383619999995,2.133266741999991,1.0626283799999916,0.4774810957000006,0.3670781375,-0.11040295820000057,8.47419422095721,6.900815208053929,-1.5733790129032812,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,86,0.4777777777777778,1.033709477,1.235484868,0.20177539099999997,0.5307153794,0.3670781375,-0.1636372419,7.6320777769746355,6.830015164785432,-0.8020626121892036,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,87,0.48333333333333334,2.558461364,1.058949396,-1.4995119679999998,0.2874708305,0.4997569823,0.2122861518,10.919290048676114,6.434533518319476,-4.484756530356638,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,88,0.48888888888888893,2.544893638999986,1.0482092169999995,-1.4966844219999864,0.2653576897000025,0.4864890978000003,0.22113140809999782,10.500190822853222,6.078966436482335,-4.421224386370887,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,89,0.49444444444444446,1.11566289,1.003164411,-0.1124984790000001,0.5130248668,0.517271187,0.004246320199999931,10.497498179020887,5.831679451152027,-4.66581872786886,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,90,0.5,1.056272738,0.9855839953,-0.07068874270000014,0.5261134295,0.517447495,-0.008665934499999972,7.860054661197911,5.815153748475779,-2.0449009127221327,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,91,0.5055555555555555,1.159051696,1.007382366,-0.15166932999999982,0.4776438415,0.4864890978,0.008845256299999993,9.385166911419063,6.969781822693795,-2.4153850887252677,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,92,0.5111111111111112,1.0187544290000121,1.0544954490000005,0.035741019999988355,0.5616737765999972,0.49091172599999955,-0.07076205059999763,8.67244564824438,8.243328165195635,-0.42911748304874564,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
RAW_Channel_BaselineStandardisedFlux,93,0.5166666666666667,1.635383747,1.076571925,-0.558811822,0.4245723036,0.4687985852,0.04422628160000003,9.997831853254787,7.135927320272754,-2.8619045329820336,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,CP2
