Track,N_Matched,Matched_Progress_Min,Matched_Progress_Max,Baseline_Observed_Progress_Min,Baseline_Observed_Progress_Max,Modulation_Observed_Progress_Min,Modulation_Observed_Progress_Max,Baseline_Flux_Source,Modulation_Flux_Source,Direct_Window_Positions_Identical,Interpolation_Required,DeltaEntropy_Mean,DeltaEntropy_Median,DeltaEntropy_Q25,DeltaEntropy_Q75,DeltaLZC_Mean,DeltaLZC_Median,DeltaLZC_Q25,DeltaLZC_Q75,DeltaFlux_Mean,DeltaFlux_Median,DeltaFlux_Q25,DeltaFlux_Q75,Corr_DeltaEntropy_DeltaLZC,Corr_DeltaEntropy_DeltaFlux,Corr_DeltaLZC_DeltaFlux,N_Hplus_LZCminus_Fluxplus,N_Hplus_LZCminus_Fluxminus,Pct_Hplus_LZCminus,N_H-_LZC-_Flux-,N_H-_LZC-_Flux+,N_H-_LZC+_Flux-,N_H-_LZC+_Flux+,N_H+_LZC-_Flux-,N_H+_LZC-_Flux+,N_H+_LZC+_Flux-,N_H+_LZC+_Flux+,Band
POW_Band_BaselineStandardisedFlux,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,-0.4017108970497236,-0.4115303560000001,-0.7701746460000001,0.03622276500000021,0.00743048848342517,0.0,-0.07902410120000003,0.15804820239999373,-2.1543862699997556,-2.06020293314394,-3.334312054245281,-0.9316628330253263,-0.12023544698122086,0.4451600531568284,0.07673092053179867,4,17,11.602209944751381,48,1,55,6,17,4,11,5,Alpha
POW_Band_BaselineStandardisedFlux,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,-0.47092014122651954,-0.4305518709999898,-0.7620401659999954,-0.18796765299999985,0.04278236226187839,0.07902410110000002,-0.07902410120000003,0.15804820239999995,-2.1543862699997556,-2.06020293314394,-3.334312054245281,-0.9316628330253263,-0.170339259752027,0.47240571229932915,0.12263173935097099,3,12,8.287292817679559,42,3,79,8,12,3,5,2,BetaH
POW_Band_BaselineStandardisedFlux,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,-0.5828436605801108,-0.5476128619999998,-0.9289408299999997,-0.2716032789999998,0.01613742735414366,0.0,-0.07902410120000075,0.15804820239999995,-2.1543862699997556,-2.06020293314394,-3.334312054245281,-0.9316628330253263,-0.11888931184927867,0.41751305642121617,0.13022133800933405,4,11,8.287292817679559,57,6,68,7,11,4,8,2,BetaL
POW_Band_BaselineStandardisedFlux,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,-0.5455633487624307,-0.534176043000004,-0.931362987,-0.2342402189999997,0.013987782483977813,0.0,-0.07902410120000003,0.15804820229999994,-2.1543862699997556,-2.06020293314394,-3.334312054245281,-0.9316628330253263,-0.2999580776218597,0.30670191315228434,0.0719027116814448,2,11,7.18232044198895,55,4,67,9,11,2,6,1,Gamma
POW_Band_BaselineStandardisedFlux,181,0.0,1.0,0.0,1.0,0.0,1.0,Script18_Regionalised_L2_BaselineStandardised,Script18_Regionalised_L2_BaselineStandardised,True,False,-0.5903345846270718,-0.5752154590000003,-0.9364780490000038,-0.2540182310000034,0.03272395496574575,7.771561172376096e-16,-0.07902410119999997,0.1580482023999969,-2.1543862699997556,-2.06020293314394,-3.334312054245281,-0.9316628330253263,-0.30178441335931855,0.4262256633106948,-0.08902150093452703,5,8,7.18232044198895,49,3,74,7,8,5,9,2,Theta
