Time,v_l2_per_s,threshold_per_s
2025-10-05 16:00:53.502599955,202.1071240388218,187.82906493902772
2025-10-05 16:01:21.500489949,307.553866467809,187.82906493902772
2025-10-05 16:01:21.625279903,387.8479071420773,187.82906493902772
2025-10-05 16:01:21.750469923,406.87974301089906,187.82906493902772
2025-10-05 16:01:21.875469923,285.4518410274525,187.82906493902772
2025-10-05 16:01:22.250540017,346.90747753358227,187.82906493902772
2025-10-05 16:01:22.375339985,407.7598310814689,187.82906493902772
2025-10-05 16:01:22.500430107,355.5387630299791,187.82906493902772
2025-10-05 16:01:22.625420094,234.94327157690788,187.82906493902772
2025-10-05 16:01:38.249269962,197.256714914229,187.82906493902772
2025-10-05 16:02:22.120889902,199.90104006573836,187.82906493902772
2025-10-05 16:02:22.245779991,217.55507592135024,187.82906493902772
2025-10-05 16:02:22.370870113,193.55127077784687,187.82906493902772
2025-10-05 16:02:23.120529890,190.73895287923034,187.82906493902772
2025-10-05 16:02:23.245320082,196.160002650442,187.82906493902772
2025-10-05 16:03:06.867160082,188.56934066136122,187.82906493902772
2025-10-05 16:03:06.992249966,194.9868651948331,187.82906493902772
2025-10-05 16:03:35.115139961,218.31899990635412,187.82906493902772
2025-10-05 16:03:35.240129948,199.78793683774333,187.82906493902772
2025-10-05 16:03:35.740099907,219.68428762832158,187.82906493902772
2025-10-05 16:03:35.865089893,235.4691162730832,187.82906493902772
2025-10-05 16:03:38.739710093,223.2030756783346,187.82906493902772
2025-10-05 16:03:38.864710093,245.99802971360813,187.82906493902772
2025-10-05 16:03:38.989700079,222.45180511398286,187.82906493902772
2025-10-05 16:03:59.487950087,189.24504251436701,187.82906493902772
2025-10-05 16:04:32.360739946,190.95551574761018,187.82906493902772
2025-10-05 16:04:32.485630035,221.7187864812374,187.82906493902772
2025-10-05 16:04:32.610630035,190.7278902626908,187.82906493902772
2025-10-05 16:04:37.235340118,254.17060730452977,187.82906493902772
2025-10-05 16:04:37.360340118,277.7641415698636,187.82906493902772
2025-10-05 16:04:37.485330105,228.06769543810677,187.82906493902772
2025-10-05 16:04:37.860310078,198.49178030049595,187.82906493902772
2025-10-05 16:04:37.985300064,237.53436914837874,187.82906493902772
2025-10-05 16:04:38.110290051,215.59648926178593,187.82906493902772
2025-10-05 16:05:36.105849981,189.3299564981884,187.82906493902772
2025-10-05 16:05:36.230639935,218.5573652284597,187.82906493902772
2025-10-05 16:05:36.355639935,197.50271533532117,187.82906493902772
2025-10-05 16:05:36.855609894,227.51759411726096,187.82906493902772
2025-10-05 16:05:36.980600119,220.96984316339828,187.82906493902772
2025-10-05 16:06:02.353749990,190.78714005315214,187.82906493902772
2025-10-05 16:07:28.721980095,201.39913730165114,187.82906493902772
2025-10-05 16:07:28.846970081,220.28622397281535,187.82906493902772
2025-10-05 16:07:28.971859932,214.7414470288473,187.82906493902772
2025-10-05 16:07:29.096859932,189.38338706228038,187.82906493902772
2025-10-05 16:07:49.845489979,188.5188950171703,187.82906493902772
2025-10-05 16:07:49.970380068,222.00768051768947,187.82906493902772
2025-10-05 16:07:50.095479965,215.5989451785821,187.82906493902772
2025-10-05 16:08:12.968580008,233.44871962988148,187.82906493902772
2025-10-05 16:08:13.093569994,242.33149590606456,187.82906493902772
2025-10-05 16:08:13.593640089,201.38517346597214,187.82906493902772
2025-10-05 16:08:13.718529940,226.95969735636888,187.82906493902772
2025-10-05 16:08:13.843529940,201.16712256670064,187.82906493902772
2025-10-05 16:08:16.843139887,206.02804377542952,187.82906493902772
2025-10-05 16:08:16.968139887,222.72289936276647,187.82906493902772
2025-10-05 16:08:33.592020035,201.224424036968,187.82906493902772
2025-10-05 16:09:04.339550018,199.7682422991271,187.82906493902772
2025-10-05 16:09:04.964509964,196.67360490190933,187.82906493902772
2025-10-05 16:09:05.089600086,202.96480289936406,187.82906493902772
2025-10-05 16:09:32.212539911,199.81743486583963,187.82906493902772
2025-10-05 16:09:32.337539911,193.36858780813824,187.82906493902772
2025-10-05 16:09:33.462369919,189.34059867592248,187.82906493902772
2025-10-05 16:10:20.583790064,370.4226487829449,187.82906493902772
2025-10-05 16:10:20.708780050,500.56741262967364,187.82906493902772
2025-10-05 16:10:20.833780050,546.2428848828953,187.82906493902772
2025-10-05 16:10:20.958770037,413.7452805508217,187.82906493902772
2025-10-05 16:10:21.208849907,208.74576567045884,187.82906493902772
2025-10-05 16:10:21.333849907,442.12471320101935,187.82906493902772
2025-10-05 16:10:21.458839893,527.3427272226226,187.82906493902772
2025-10-05 16:10:21.583930016,437.19229238489993,187.82906493902772
2025-10-05 16:10:21.708920002,288.2559817544529,187.82906493902772
2025-10-05 16:11:25.578730106,203.06585081756364,187.82906493902772
2025-10-05 16:11:25.703619957,226.9427522403131,187.82906493902772
2025-10-05 16:11:25.828710079,195.40114813107928,187.82906493902772
2025-10-05 16:11:26.328579903,233.40429582693233,187.82906493902772
2025-10-05 16:11:26.453469992,233.2388570748956,187.82906493902772
2025-10-05 16:11:26.578569889,189.652249928883,187.82906493902772
2025-10-05 16:11:38.577630043,197.91531885854968,187.82906493902772
2025-10-05 16:11:38.702529907,189.8483123594028,187.82906493902772
2025-10-05 16:11:48.076849937,212.48196368418678,187.82906493902772
2025-10-05 16:11:48.201849937,265.1205847496471,187.82906493902772
2025-10-05 16:11:48.326940060,278.32974778448,187.82906493902772
2025-10-05 16:11:48.451829910,243.27122050473614,187.82906493902772
2025-10-05 16:11:48.951800108,188.54587761135426,187.82906493902772
2025-10-05 16:11:49.076889992,201.82707331450382,187.82906493902772
2025-10-05 16:11:49.201780081,202.49973959828682,187.82906493902772
2025-10-05 16:11:49.326879978,189.2879291663807,187.82906493902772
2025-10-05 16:12:15.449879885,189.95273019090263,187.82906493902772
2025-10-05 16:12:16.074840069,189.1345291219176,187.82906493902772
2025-10-05 16:12:16.199840069,191.88049065491205,187.82906493902772
2025-10-05 16:12:28.573679924,192.82976549052088,187.82906493902772
2025-10-05 16:12:28.698669910,194.341120175431,187.82906493902772
2025-10-05 16:12:32.948610067,258.7840123978159,187.82906493902772
2025-10-05 16:12:33.073509932,312.6952984045579,187.82906493902772
2025-10-05 16:12:33.198499918,271.36190243173695,187.82906493902772
2025-10-05 16:12:33.573479891,210.6558136066148,187.82906493902772
2025-10-05 16:12:33.698470116,301.11527144149204,187.82906493902772
2025-10-05 16:12:33.823359966,297.17210711912384,187.82906493902772
2025-10-05 16:12:33.948349953,218.9158953658131,187.82906493902772
2025-10-05 16:12:37.823120117,203.42337677993038,187.82906493902772
2025-10-05 16:12:37.948210001,196.37577800594576,187.82906493902772
2025-10-05 16:13:20.694799900,192.2401992149737,187.82906493902772
2025-10-05 16:13:20.819689989,215.9586948504221,187.82906493902772
2025-10-05 16:13:21.444659948,190.69271600478925,187.82906493902772
2025-10-05 16:13:37.568370104,208.2118242977442,187.82906493902772
2025-10-05 16:13:37.693360090,207.02572379637982,187.82906493902772
2025-10-05 16:13:40.943470001,203.01132189064577,187.82906493902772
2025-10-05 16:13:41.068559885,190.8816612482476,187.82906493902772
2025-10-05 16:13:53.817480087,190.26947384898315,187.82906493902772
2025-10-05 16:13:54.442240000,222.27188263789415,187.82906493902772
2025-10-05 16:13:54.567329884,202.6132322873695,187.82906493902772
2025-10-05 16:15:05.561599970,213.11558531448614,187.82906493902772
2025-10-05 16:15:05.686690092,204.8334234365157,187.82906493902772
2025-10-05 16:15:08.436429977,215.07668777043276,187.82906493902772
2025-10-05 16:15:08.561419964,224.97909553705767,187.82906493902772
2025-10-05 16:15:08.686409950,188.6122972527803,187.82906493902772
2025-10-05 16:15:09.186379910,196.14652536174628,187.82906493902772
2025-10-05 16:15:09.311369896,221.21643875361357,187.82906493902772
2025-10-05 16:15:09.436369896,212.17164159584883,187.82906493902772
2025-10-05 16:15:33.934370041,203.39440613387566,187.82906493902772
2025-10-05 16:15:34.059459925,228.06753073956727,187.82906493902772
2025-10-05 16:15:34.184459925,193.83298537181147,187.82906493902772
2025-10-05 16:15:40.309079885,198.91112511162473,187.82906493902772
2025-10-05 16:15:40.934040070,253.47247857050093,187.82906493902772
2025-10-05 16:15:41.058939934,250.85732427719805,187.82906493902772
2025-10-05 16:15:41.184030056,193.57757557269542,187.82906493902772
2025-10-05 16:15:48.683370113,223.51016893462912,187.82906493902772
2025-10-05 16:15:48.808459997,263.0955271876777,187.82906493902772
2025-10-05 16:15:48.933360100,251.5020421860285,187.82906493902772
2025-10-05 16:15:49.433229923,246.27384535864036,187.82906493902772
2025-10-05 16:15:49.558320045,261.1806158209849,187.82906493902772
2025-10-05 16:15:49.683310032,219.39661443118968,187.82906493902772
2025-10-05 16:15:50.308470011,188.9151932878555,187.82906493902772
2025-10-05 16:15:54.558010101,188.66036127694312,187.82906493902772
2025-10-05 16:15:54.682899952,225.82998160478616,187.82906493902772
2025-10-05 16:15:54.808000088,212.4334478195955,187.82906493902772
2025-10-05 16:15:55.307869911,204.53930112225305,187.82906493902772
2025-10-05 16:15:55.432760000,218.7869341822415,187.82906493902772
2025-10-05 16:16:06.182100058,196.8796507498543,187.82906493902772
2025-10-05 16:16:06.307199955,253.36053238239487,187.82906493902772
2025-10-05 16:16:06.432090044,273.23009356309944,187.82906493902772
2025-10-05 16:16:06.557179928,242.38773581736274,187.82906493902772
2025-10-05 16:16:07.182140112,227.25716062426216,187.82906493902772
2025-10-05 16:16:07.307130098,224.27634602534474,187.82906493902772
2025-10-05 16:16:13.056479931,202.27720690980493,187.82906493902772
2025-10-05 16:16:13.181479931,201.24711284072674,187.82906493902772
2025-10-05 16:16:13.806440115,196.3378854006014,187.82906493902772
2025-10-05 16:16:18.931020021,198.60437672238422,187.82906493902772
2025-10-05 16:16:19.056020021,212.3244882099065,187.82906493902772
2025-10-05 16:16:19.181109905,188.70262083394138,187.82906493902772
2025-10-05 16:16:29.930150032,195.81605513607872,187.82906493902772
2025-10-05 16:16:30.555020094,192.56428697966862,187.82906493902772
2025-10-05 16:16:56.552829981,191.24925292663573,187.82906493902772
2025-10-05 16:16:56.678020000,222.18650577254738,187.82906493902772
2025-10-05 16:16:56.802910089,204.42898895125148,187.82906493902772
2025-10-05 16:17:02.802449942,198.11009697308424,187.82906493902772
2025-10-05 16:17:02.927439928,251.05934546176837,187.82906493902772
2025-10-05 16:17:03.052429914,244.45966273331524,187.82906493902772
2025-10-05 16:17:03.177520037,191.32627078689205,187.82906493902772
2025-10-05 16:17:19.051460028,194.8620154111303,187.82906493902772
2025-10-05 16:17:51.174099922,207.59339996568346,187.82906493902772
2025-10-05 16:17:51.299190044,236.93370869564993,187.82906493902772
2025-10-05 16:17:51.423880100,224.393655603096,187.82906493902772
2025-10-05 16:17:51.924149990,188.0768471219339,187.82906493902772
2025-10-05 16:17:52.049040079,231.8762536250748,187.82906493902772
2025-10-05 16:17:52.173830032,230.6281000146108,187.82906493902772
2025-10-05 16:17:52.299030066,194.21832998141537,187.82906493902772
2025-10-05 16:17:57.923280001,196.4604976142356,187.82906493902772
2025-10-05 16:17:58.048280001,197.50171602583274,187.82906493902772
