Time,Band,dt_s,step_distance,velocity_per_s
2025-10-09 15:29:43.947309971,Theta,0.124989987,1.1668322837057603,9.335406073014155
2025-10-09 15:29:44.072200060,Theta,0.124890089,0.8809993660559576,7.054197599746748
2025-10-09 15:29:44.197190046,Theta,0.124989986,1.1719029645627663,9.37597484459888
2025-10-09 15:29:44.322079897,Theta,0.124889851,1.7636087808913292,14.12131383591233
2025-10-09 15:29:44.447069883,Theta,0.124989986,2.1838925323353253,17.47254001880859
2025-10-09 15:29:44.572060108,Theta,0.124990225,2.1770922981727256,17.418100480839406
2025-10-09 15:29:44.697050095,Theta,0.124989987,1.81539275322339,14.52430548075335
2025-10-09 15:29:44.821939945,Theta,0.12488985,1.4211113334805971,11.378917770183863
2025-10-09 15:29:44.947030067,Theta,0.125090122,1.5518384041171935,12.405762975570473
2025-10-09 15:29:45.071919918,Theta,0.124889851,1.763073994227412,14.11703176927813
2025-10-09 15:29:45.197010040,Theta,0.125090122,1.7653330249258918,14.112489433225525
2025-10-09 15:29:45.322000027,Theta,0.124989987,1.7182305344225492,13.746945460699578
2025-10-09 15:29:45.447089911,Theta,0.125089884,2.0361623214616267,16.277593809757043
2025-10-09 15:29:45.571980000,Theta,0.124890089,2.4421630975972928,19.55449881693409
2025-10-09 15:29:45.696969986,Theta,0.124989986,2.3699772101163754,18.961336711537637
2025-10-09 15:29:45.821959972,Theta,0.124989986,1.8778796343357576,15.02424069665675
2025-10-09 15:29:45.946949959,Theta,0.124989987,1.1989101148543209,9.592049280350121
2025-10-09 15:29:46.071939945,Theta,0.124989986,0.7958762771197542,6.36752033174685
2025-10-09 15:29:46.197040081,Theta,0.125100136,0.6092805175188192,4.870342567164109
2025-10-09 15:29:46.321929932,Theta,0.124889851,0.3879912332334328,3.106667436359043
2025-10-09 15:29:46.447020054,Theta,0.125090122,0.40933431442648427,3.2723152546488383
2025-10-09 15:29:46.572010040,Theta,0.124989986,0.40757286495423123,3.2608441523805856
2025-10-09 15:29:46.697000027,Theta,0.124989987,0.4515963478893514,3.6130602036893675
2025-10-09 15:29:46.821990013,Theta,0.124989986,0.6865631502338295,5.4929452527007205
2025-10-09 15:29:46.947079897,Theta,0.125089884,0.8541748272285951,6.8284884429870845
2025-10-09 15:29:47.071969986,Theta,0.124890089,0.8071778844412179,6.463106007084501
2025-10-09 15:29:47.197060108,Theta,0.125090122,0.6171035686649365,4.933271778765525
2025-10-09 15:29:47.322050095,Theta,0.124989987,0.4457057633843206,3.565931752471665
2025-10-09 15:29:47.447149992,Theta,0.125099897,0.413977780494316,3.309177628614003
2025-10-09 15:29:47.571939945,Theta,0.124789953,0.4247972399792635,3.404098084557044
2025-10-09 15:29:47.696929932,Theta,0.124989987,0.47170423341538914,3.773936174706452
2025-10-09 15:29:47.821919918,Theta,0.124989986,0.45082220577296334,3.6068665994807243
2025-10-09 15:29:47.946909904,Theta,0.124989986,0.4260244578753666,3.4084687222492094
2025-10-09 15:29:48.071899891,Theta,0.124989987,0.5191075015437552,4.153192699698058
2025-10-09 15:29:48.196990013,Theta,0.125090122,0.7428731798490239,5.938703775898659
2025-10-09 15:29:48.321990013,Theta,0.125,0.9770973232728662,7.81677858618293
2025-10-09 15:29:48.446870089,Theta,0.124880076,0.24924302057313055,1.9958589757194778
2025-10-09 15:29:48.571969986,Theta,0.125099897,0.24968175414695834,1.9958589905710182
2025-10-09 15:29:48.696959972,Theta,0.124989986,0.24946238736004714,1.995858991135875
2025-10-09 15:29:48.821949959,Theta,0.124989987,0.24946238736004275,1.995858975167689
2025-10-09 15:29:48.946939945,Theta,0.124989986,0.24946238736004492,1.9958589911358573
2025-10-09 15:29:49.071929932,Theta,0.124989987,0.2494623873600443,1.9958589751677014
2025-10-09 15:29:49.196919918,Theta,0.124989986,0.24946238736004284,1.9958589911358406
2025-10-09 15:29:49.321919918,Theta,0.125,0.24948237305430124,1.99585898443441
2025-10-09 15:29:49.446909904,Theta,0.124989986,0.24946238736004706,1.9958589911358744
2025-10-09 15:29:49.571899891,Theta,0.124989987,0.24946238736004112,1.9958589751676759
2025-10-09 15:29:49.696890116,Theta,0.124990225,0.2494628632099112,1.9958589818516705
2025-10-09 15:29:49.821880102,Theta,0.124989986,0.2494623873600438,1.9958589911358484
2025-10-09 15:29:49.946870089,Theta,0.124989987,0.249462387360042,1.995858975167683
2025-10-09 15:29:50.071860075,Theta,0.124989986,0.2494623873600454,1.995858991135861
2025-10-09 15:29:50.196850061,Theta,0.124989986,0.24946238736004236,1.9958589911358369
2025-10-09 15:29:50.321840048,Theta,0.124989987,0.2494623873600517,1.9958589751677605
2025-10-09 15:29:50.446830034,Theta,0.124989986,0.24946238736003937,1.9958589911358129
2025-10-09 15:29:50.571820021,Theta,0.124989987,0.249462387360049,1.995858975167739
2025-10-09 15:29:50.696810007,Theta,0.124989986,0.2494623873600434,1.995858991135845
2025-10-09 15:29:50.821810007,Theta,0.125,0.24948237305429447,1.9958589844343557
2025-10-09 15:29:50.946899891,Theta,0.125089884,1.531782104040911,12.245451471047097
2025-10-09 15:29:51.071890116,Theta,0.124990225,1.4121200941180605,11.297844244364393
2025-10-09 15:29:51.196680069,Theta,0.124789953,1.0934752203232592,8.762526101145813
2025-10-09 15:29:51.321670055,Theta,0.124989986,0.7934243524067055,6.34790336248782
2025-10-09 15:29:51.446660042,Theta,0.124989987,0.60446645189787,4.836119007659949
2025-10-09 15:29:51.571660042,Theta,0.125,0.5023549104567407,4.018839283653926
2025-10-09 15:29:51.696650028,Theta,0.124989986,0.19266756142280614,1.5414639811449067
2025-10-09 15:29:51.821640015,Theta,0.124989987,0.192667561422804,1.5414639688121898
2025-10-09 15:29:51.946630001,Theta,0.124989986,0.19266756142280633,1.5414639811449082
2025-10-09 15:29:52.071619987,Theta,0.124989986,0.1926675614228035,1.5414639811448856
2025-10-09 15:29:52.196609974,Theta,0.124989987,0.19266756142280914,1.541463968812231
2025-10-09 15:29:52.321599960,Theta,0.124989986,0.19266756142280425,1.5414639811448916
2025-10-09 15:29:52.446589947,Theta,0.124989987,0.1926675614228015,1.5414639688121698
2025-10-09 15:29:52.571579933,Theta,0.124989986,0.1926675614228065,1.5414639811449096
2025-10-09 15:29:52.696470022,Theta,0.124890089,0.1925135732030823,1.5414639764015405
2025-10-09 15:29:52.821460009,Theta,0.124989987,0.19266756142280403,1.54146396881219
2025-10-09 15:29:52.946350098,Theta,0.124890089,0.1925135732030847,1.5414639764015599
2025-10-09 15:29:53.071340084,Theta,0.124989986,0.1926675614228081,1.5414639811449224
2025-10-09 15:29:53.196330070,Theta,0.124989986,0.19266756142279992,1.541463981144857
2025-10-09 15:29:53.321320057,Theta,0.124989987,0.19266756142281205,1.5414639688122542
2025-10-09 15:29:53.446310043,Theta,0.124989986,0.19266756142280395,1.5414639811448891
2025-10-09 15:29:53.571300030,Theta,0.124989987,0.19266756142280397,1.5414639688121896
2025-10-09 15:29:53.696290016,Theta,0.124989986,0.19266756142280156,1.54146398114487
2025-10-09 15:29:53.821379900,Theta,0.125089884,0.19282154964253273,1.5414639735578675
2025-10-09 15:29:53.946369886,Theta,0.124989986,0.19266756142279812,1.5414639811448425
2025-10-09 15:29:54.071360111,Theta,0.124990225,1.1908254949777484,9.527348998513672
2025-10-09 15:29:54.196350098,Theta,0.124989987,0.9217670139503801,7.374726856723171
2025-10-09 15:29:54.321340084,Theta,0.124989986,0.8252602185910817,6.602610697076818
2025-10-09 15:29:54.446330070,Theta,0.124989986,0.8362728496680972,6.690718804209621
2025-10-09 15:29:54.571419954,Theta,0.125089884,0.8776381913772896,7.016060478378008
2025-10-09 15:29:54.696409941,Theta,0.124989987,0.8004266218798572,6.403925955123567
2025-10-09 15:29:54.821399927,Theta,0.124989986,0.5954926890416036,4.76432319179237
2025-10-09 15:29:54.946389914,Theta,0.124989987,0.3935487455551091,3.148642183274322
2025-10-09 15:29:55.071379900,Theta,0.124989986,0.44324706736649716,3.5462606369641256
2025-10-09 15:29:55.196369886,Theta,0.124989986,0.6324770327023742,5.060221646095505
2025-10-09 15:29:55.321369886,Theta,0.125,0.7280067783599271,5.824054226879417
2025-10-09 15:29:55.446259975,Theta,0.124890089,0.6643680168784467,5.319621614477724
2025-10-09 15:29:55.571350098,Theta,0.125090123,0.466656845983213,3.7305650901247653
2025-10-09 15:29:55.696340084,Theta,0.124989986,0.3956952891139849,3.165815932757884
2025-10-09 15:29:55.821229935,Theta,0.124889851,0.5731561560770326,4.589293297155368
2025-10-09 15:29:55.946219921,Theta,0.124989986,0.6772073959460277,5.418093221852411
2025-10-09 15:29:56.071209908,Theta,0.124989987,0.6019208171462422,4.815752298192033
2025-10-09 15:29:56.196199894,Theta,0.124989986,0.4349110916762185,3.4795674885203884
2025-10-09 15:29:56.321290016,Theta,0.125090122,0.33787133439225053,2.701023302161705
2025-10-09 15:29:56.446280003,Theta,0.124989987,0.3870555385354924,3.096692365729204
2025-10-09 15:29:56.571280003,Theta,0.125,0.39937520444564406,3.1950016355651525
2025-10-09 15:29:56.696269989,Theta,0.124989986,0.33780158270795585,2.7026291746920896
2025-10-09 15:29:56.821259975,Theta,0.124989986,0.2966191813318889,2.3731435679326256
2025-10-09 15:29:56.946249962,Theta,0.124989987,0.34152015279921616,2.732380096969017
